,Adresse,City,E10,Gazole,Postal_Code,SP95,SP98,iD
3693,"112, Bd de la Cote d#039;Argent",Arcachon,Not available,Not available,33120,Not available,Not available,33
3694,112 Boulevard de la Côte d'Argent,Arcachon,Not available,Not available,33120,Not available,Not available,33
3695,112 BLD DE LA COTE D ARGENT,ARCACHON,"1,407","1,279",33120,Not available,"1,517",33
3696,Route de Bordeaux,CARCANS,Not available,"1,200",33121,"1,410","1,440",33
3697,1289 Avenue de Pierroton,SAINT JEAN D'ILLAC,Not available,"1,380",33127,"1,540","1,580",33
3698,Lieu-dit Les Grandes Badines,Saint-Jean-d'Illac,Not available,"1,199",33127,"1,399","1,419",33
3699, Avenue du Colonel Pierre Bourgoin,MARTIGNAS-SUR-JALLE,"1,333","1,197",33127,"1,377","1,411",33
3700,220 Boulevard Jean-Jacques Bosc,BèGLES,Not available,Not available,33130,Not available,Not available,33
3701,RUE DES FRERES LUMIERES,BEGLES,"1,327","1,172",33130,"1,371","1,398",33
3702,240 Boulevard Jean-Jacques Bosc,Bègles,Not available,Not available,33130,Not available,Not available,33
3703,468 Route de Toulouse,BèGLES,"1,295","1,169",33130,Not available,"1,370",33
3704,240 Boulevard Jean-Jacques Bosc,Bègles,"1,399","1,229",33130,Not available,"1,499",33
3705,Rigole Est,Galgon,Not available,"1,188",33133,"1,383",Not available,33
3706,25 Avenue de la Libération,Lanton,"1,309","1,175",33138,"1,355",Not available,33
3707,Route de Toulouse,VILLENAVE-D'ORNON,"1,299","1,152",33140,Not available,"1,375",33
3708,ROND POINT DU PONT DE LA MAYE,VILLENAVE-D'ORNON,Not available,Not available,33140,Not available,Not available,33
3709,21 Route de Léognan,Villenave-d'Ornon,Not available,Not available,33140,Not available,Not available,33
3710,450 Avenue du Général de Gaulle,Cadaujac,Not available,"1,169",33140,"1,345","1,375",33
3711,AVENUE DE TOULOUSE,CADAUJAC,Not available,Not available,33140,Not available,Not available,33
3712,21 Route de Léognan,VILLENAVE D'ORNON,"1,369","1,199",33140,Not available,"1,469",33
3713,3820 AVENUE DE TOULOUSE,CADAUJAC,"1,499","1,349",33140,Not available,"1,549",33
3714,AV RENE CASSAGNE,Cenon,Not available,Not available,33150,Not available,Not available,33
3715,Avenue René Cassagne,CENON,"1,379","1,209",33150,Not available,"1,479",33
3716,Route de Lacanau,SAINT-MéDARD-EN-JALLES,Not available,"1,187",33160,"1,379","1,413",33
3717,"34, Avenue Descartes",SAINT MéDARD EN JALLES,"1,319","1,169",33167,"1,359","1,399",33
3718,AUT A 630  ROCADE PERIPHERIQUE SUD,GRADIGNAN,"1,400","1,210",33170,"1,450","1,470",33
3719,A 630 AIRE DE THOUARS,GRADIGNAN,"1,438","1,288",33170,Not available,"1,536",33
3720,6 avenue Favard,GRADIGNAN,"1,309","1,174",33170,Not available,"1,399",33
3721,62 Cours du Général de Gaulle,Gradignan,Not available,Not available,33170,Not available,Not available,33
3722,77 RUE CROIX DE MONJOUS,GRADIGNAN,"1,470","1,330",33170,Not available,"1,550",33
3723,62 COURS DU GENERAL DE GAULLE,GRADIGNAN,"1,309","1,176",33170,Not available,"1,399",33
3724,AVENUE DE MAGUDAS,LE HAILLAN,Not available,Not available,33187,Not available,Not available,33
3725,5 AV DE MAGUDAS,LE HAILLAN,"1,422","1,292",33187,Not available,"1,532",33
3726, Avenue du Général de Gaulle,GIRONDE-SUR-DROPT,Not available,Not available,33190,Not available,Not available,33
3727,25 Rue Frimont-Ouest,La Réole,"1,329","1,179",33190,Not available,"1,399",33
3728,104 bis Avenue du Général de Gaulle,Gironde-sur-Dropt,"1,414","1,289",33190,Not available,"1,524",33
3729,ROUTE DE MONSEGUR,LA REOLE,Not available,"1,288",33190,"1,436",Not available,33
3730,493 Avenue du Maréchal de Lattre de Tassigny,BORDEAUX CAUDERAN,Not available,"1,169",33200,"1,339","1,359",33
3731,8 ROUTE DE VILLANDRAUT,LANGON,"1,412","1,279",33210,"1,412","1,522",33
3732,ROUTE DE BORDEAUX,LANGON,Not available,Not available,33210,Not available,Not available,33
3733,1 lieu dit moleon,Langon,"1,319","1,175",33210,"1,349","1,399",33
3734,route de Bazas ZI dumes,LANGON,"1,319","1,175",33210,"1,349","1,399",33
3735, Rue Jules Ferry,LANGON,Not available,"1,175",33210,"1,349","1,399",33
3736,16 ROUTE DE BORDEAUX,LANGON,"1,319","1,175",33210,Not available,"1,399",33
3737,113 Avenue de Bordeaux,PORT-SAINTE-FOY-ET-PONCHAPT,"1,262","1,135",33220,"1,301","1,332",33
3738,15 Avenue de la Résistance,Pineuilh,Not available,"1,440",33220,"1,590",Not available,33
3739,Avenue Mézières,PORT-SAINTE-FOY-ET-PONCHAPT,Not available,"1,203",33220,"1,402","1,438",33
3740,80 avenue de la Résistance,PINEUILH,"1,258","1,144",33220,"1,295","1,326",33
3741,15 Avenue du Maréchal Juin,PINEUILH,"1,312","1,165",33220,"1,346",Not available,33
3742,Rue François Mitterrand,COUTRAS,"1,270","1,153",33230,"1,313","1,349",33
3743,2 rue des Bouquets,COUTRAS,Not available,"1,185",33230,"1,345","1,375",33
3744,ZI DE LA GAROSSE,SAINT-ANDRé-DE-CUBZAC,"1,305","1,152",33240,"1,326",Not available,33
3745,A 10 - AIRE DE L ESTALOT,SAINT-ANDRé-DE-CUBZAC,Not available,Not available,33240,Not available,Not available,33
3746,38 avenue du Fronsadais,CADILLAC-EN-FRONSADAIS,Not available,"1,265",33240,"1,454",Not available,33
3747,4 Rue Nationale,SAINT-ANDRé-DE-CUBZAC,Not available,Not available,33240,Not available,Not available,33
3748,AUTOROUTE A10 CUBZAC LES PONTS,Cubzac-les-Ponts,"1,529","1,379",33240,Not available,"1,649",33
3749,17 Rue de la Fontaine,SAINT-ANDRé-DE-CUBZAC,Not available,"1,179",33240,"1,379","1,399",33
3750,FARIDEUIL,LA LANDE-DE-FRONSAC,Not available,"1,185",33240,"1,349","1,375",33
3751,AUTOROUTE A10 - AIRE DE L'ESTALOT,ST ANDRE DE CUBZAC,"1,484","1,364",33240,Not available,"1,594",33
3752,4 RUE NATIONALE,ST ANDRE DE CUBZAC,"1,397","1,284",33240,Not available,"1,507",33
3753,ROUTE DES CHATEAUX,PAUILLAC,Not available,"1,000",33250,"1,460",Not available,33
3754,29 Rue du Maquis de Vignes Oudides,Pauillac,Not available,"1,179",33250,"1,349","1,379",33
3755,21 Rue de la République,PAUILLAC,Not available,"1,165",33250,"1,329","1,365",33
3756,RUE LAGRUA,LA TESTE-DE-BUCH,"1,350","1,186",33260,"1,392","1,428",33
3757, Boulevard des Miquelots,LA TESTE-DE-BUCH,"1,350","1,186",33260,"1,392",Not available,33
3758,5 avenue Binghamton,LA TESTE-DE-BUCH,Not available,Not available,33260,Not available,Not available,33
3759,RUE LAGRUA,LA TESTE DE BUCH,Not available,Not available,33260,Not available,Not available,33
3760,RD112 Lieu dit Jaumard,La Teste-de-Buch,"1,289","1,176",33260,Not available,"1,369",33
3761,Avenue de l'Europe,LA TESTE-DE-BUCH,"1,349","1,185",33260,"1,391",Not available,33
3762,RUE LAGRUA,LA TESTE,"1,314","1,169",33260,Not available,"1,399",33
3763,rue de l'esplanade,Bouliac,"1,301","1,160",33270,Not available,"1,383",33
3764, Route de Pauillac,LE PIAN-MéDOC,"1,315","1,174",33290,Not available,"1,404",33
3765,Route de Pauillac,LE PIAN-MéDOC,"1,305","1,174",33290,Not available,"1,399",33
3766,20 Avenue Philippe et Hubert Dassier,PAREMPUYRE,"1,299","1,169",33290,"1,319",Not available,33
3767,71 Avenue du 11 Novembre,BLANQUEFORT,Not available,Not available,33290,Not available,Not available,33
3768,71 AVENUE DU 11 NOVEMBRE,BLANQUEFORT,"1,314","1,170",33290,Not available,"1,399",33
3769,42 Avenue Émile Counord,Bordeaux,Not available,Not available,33300,Not available,Not available,33
3770,140 Boulevard Godard,BORDEAUX,Not available,Not available,33300,Not available,Not available,33
3771,155 Cours Saint-Louis,BORDEAUX,"1,349","1,199",33300,"1,389",Not available,33
3772,127 Cours du Médoc,Bordeaux,Not available,Not available,33300,Not available,Not available,33
3773,140 BOULEVARD GODARD,BORDEAUX,"1,309","1,169",33300,Not available,"1,399",33
3774,CENTRE COMMERCIAL RIVE DROITE,LORMONT,"1,327","1,172",33306,"1,371","1,398",33
3775,Relais total lormont RN230,LORMONT,Not available,Not available,33310,Not available,Not available,33
3776,AIRE DE FONTBELLEAU RN230 VERS PARIS,LORMONT,Not available,Not available,33310,Not available,Not available,33
3777, Avenue de la Résistance,LORMONT,Not available,Not available,33310,Not available,Not available,33
3778,3 AV DE LA RESISTANCE,LORMONT,"1,510","1,330",33310,Not available,"1,580",33
3779,RN230- FONTBELLEAU ROCADE RIVE DROITE,LORMONT,"1,436","1,284",33310,Not available,"1,546",33
3780,RN230 - AIRE DE FONTBELLEAU,LORMONT,"1,427","1,277",33310,Not available,"1,537",33
3781,170 Avenue du Taillan Médoc,Eysines,Not available,"1,179",33320,"1,359","1,389",33
3782,Chemin de Gelès,Le Taillan-Médoc,Not available,"1,185",33320,"1,385","1,415",33
3783,388 Avenue du Médoc,EYSINES,Not available,Not available,33320,Not available,Not available,33
3784,388 Avenue du Médoc,Eysines,Not available,Not available,33320,Not available,Not available,33
3785,388 ROUTE DU MEDOC,EYSINES,"1,319","1,179",33320,Not available,"1,399",33
3786,4 Rue Maurice Martin,BèGLES,Not available,"1,189",33323,"1,359","1,379",33
3787,7 LIEU DIT GRAND PONTET,Saint-Émilion,Not available,"1,400",33330,"1,550","1,580",33
3788,25 COURS GEORGES MANDEL,Lesparre-Médoc,"1,423","1,279",33340,Not available,"1,533",33
3789, Avenue de Bordeaux,LESPARRE-MéDOC,"1,423","1,279",33340,Not available,"1,533",33
3790,RD 1215 Centre Commercial Terre Rouge,LESPARRE-MéDOC,Not available,"1,189",33340,"1,369","1,399",33
3791,Avenue Pierre Mendès France,Lesparre-Médoc,"1,349","1,189",33340,"1,369","1,399",33
3792,Route de Libourne,Saint-Magne-de-Castillon,"1,000","1,149",33350,"1,337","1,370",33
3793,RUE JULES FERRY,CASTILLON-LA-BATAILLE,"1,269","1,149",33350,"1,312",Not available,33
3794,9 Avenue de la Libération,LATRESNE,Not available,Not available,33360,Not available,Not available,33
3795,Route de Morillon,Camblanes-et-Meynac,Not available,"1,169",33360,"1,369","1,469",33
3796,9 AV DE LA LIBERATION,LATRESNE,"1,429","1,289",33360,Not available,"1,539",33
3797,59 Avenue de Branne,TRESSES,"1,319","1,169",33370,Not available,"1,399",33
3798,ROUTE DE LIBOURNE - RN 89,ARTIGUES-PRèS-BORDEAUX,Not available,Not available,33370,Not available,Not available,33
3799,80 Avenue de Branne,TRESSES,Not available,Not available,33370,Not available,Not available,33
3800,Zone Activité les Tabernottes,YVRAC,"1,349","1,179",33370,Not available,"1,419",33
3801,avenue Guyenne,ARTIGUES-PRèS-BORDEAUX,"1,272","1,154",33370,"1,318","1,359",33
3802,Bois Menu - Val Laurence,FARGUES-SAINT-HILAIRE,Not available,"1,169",33370,"1,349","1,389",33
3803,6 ave de la prairie,ARTIGUES PRES BORDEAUX,"1,349","1,199",33370,"1,379","1,429",33
3804,route de libourne rn89,Artigues-près-Bordeaux,Not available,Not available,33370,Not available,Not available,33
3805,80 Avenue de Branne,Tresses,Not available,Not available,33370,Not available,Not available,33
3806,Lieu dit Les terres douces,Salleboeuf,Not available,Not available,33370,Not available,Not available,33
3807,80 AVENUE DE BRANNE,TRESSES,"1,309","1,169",33370,Not available,"1,399",33
3808,RN 89,ARTIGUES,"1,319","1,174",33370,Not available,"1,399",33
3809,Avenue du Périgord lieu dit Les terres douces,Sallebœuf,Not available,"1,179",33370,"1,357","1,395",33
3810, Rue des Fonderies,BIGANOS,"1,295","1,179",33380,Not available,"1,379",33
3811,15 Avenue de la Côte d'Argent,MARCHEPRIME,Not available,"1,209",33380,"1,415","1,469",33
3812,48 Avenue de la République,Mios,Not available,"1,350",33380,"1,490","1,540",33
3813,1 rue Jean Marie Pelt CS50510,MIOS,"1,349","1,185",33380,"1,365","1,395",33
3814,51 Pontet Sud Est,EYRANS,"1,539","1,274",33390,Not available,"1,429",33
3815, Route de Bordeaux,BLAYE,"1,339","1,185",33390,"1,386","1,406",33
3816,6 Avenue Pierre Mendès France,Saint-Ciers-sur-Gironde,Not available,"1,185",33390,"1,365","1,415",33
3817,125 Cours Gambetta,TALENCE,Not available,Not available,33400,Not available,Not available,33
3818,7 Rue Pierre Corneille,Talence,Not available,Not available,33400,Not available,Not available,33
3819,151 ROUTE DE TOULOUSE,Talence,Not available,Not available,33400,Not available,Not available,33
3820,412 Cours de la Libération,TALENCE,Not available,"1,199",33400,"1,399","1,429",33
3821,235 route de Toulouse,TALENCE,"1,333","1,182",33400,"1,374",Not available,33
3822,151 Route de Toulouse,TALENCE,"1,369","1,199",33400,Not available,"1,469",33
3823,7 Rue Pierre Corneille,TALENCE,"1,369","1,199",33400,Not available,"1,469",33
3824,Rue Pacaris BP 109,Talence,"1,294","1,159",33402,"1,338","1,363",33
3825,AV.DU PONT,CADILLAC,Not available,"1,329",33410,"1,479",Not available,33
3826,CD 10,BEGUEY CADILLAC,"1,319","1,175",33410,"1,349","1,399",33
3827,70 Avenue de la Libération,Béguey,Not available,Not available,33410,Not available,Not available,33
3828,70 avenue de la Libération,Béguey,"1,319","1,175",33410,"1,349","1,399",33
3829,D 936,Branne,Not available,Not available,33420,Not available,Not available,33
3830,PEY DU PRAT,GRéZILLAC,"1,299","1,179",33420,"1,339","1,369",33
3831,D3,BAZAS,"1,319","1,185",33430,"1,346","1,381",33
3832,39 cours du general leclerc,BAZAS,"1,409","1,289",33430,"1,399","1,519",33
3833,12 AVENUE DE VERDUN,BAZAS,"1,319","1,184",33430,Not available,"1,381",33
3834,22 RUE RENE COTY,AMBARèS-ET-LAGRAVE,Not available,Not available,33440,Not available,Not available,33
3835,R.N. 10,AMBARèS-ET-LAGRAVE,"1,301","1,169",33440,Not available,"1,383",33
3836,1 rue de la Paix,SAINT LOUIS DE MONTFERRAND,Not available,"1,249",33440,"1,479","1,509",33
3837,101 AVENUE DE LA REPUBLIQUE,SAINT-LOUBèS,Not available,"1,169",33450,"1,369","1,395",33
3838,17 PLACE MAUCAILLOU,Saint-Sulpice-et-Cameyrac,Not available,"1,174",33450,"1,349","1,399",33
3839,25 route d'Ambares,SAINT LOUBES,Not available,Not available,33450,Not available,Not available,33
3840,7 Avenue des Cavernes,IZON,Not available,"1,209",33450,"1,409","1,429",33
3841,25 Route d'Ambarès,Saint-Loubès,"1,309","1,174",33450,Not available,"1,399",33
3842,Route de Lalande,Montussan,"1,309","1,159",33450,"1,499",Not available,33
3843,13 avenue de soubeyran,ARSAC,Not available,"1,344",33460,"1,550",Not available,33
3844,ZA LOMBARDON,MACAU,"1,299","1,169",33460,"1,319","1,379",33
3845,AVENUE DE CESAREE,GUJAN-MESTRAS,"1,350","1,186",33470,Not available,"1,428",33
3846,25 Cours de la République,GUJAN-MESTRAS,Not available,"1,196",33470,"1,389","1,429",33
3847,Avenue de Bordeaux,LE TEICH,Not available,"1,200",33470,"1,399","1,435",33
3848,55 AVENUE GAMBETTA,CASTELNAU-DE-MéDOC,Not available,"1,309",33480,"1,468",Not available,33
3849,Route de Bordeaux,Avensan,"1,309","1,163",33480,"1,350","1,353",33
3850,17 Route d'Avensan,CASTELNAU-DE-MéDOC,"1,305","1,163",33480,"1,328","1,355",33
3851,18 ROUTE DE L'OCEAN,SAINTE-HéLèNE,Not available,"1,178",33480,"1,358","1,398",33
3852,RN.113,Saint-Pierre-d'Aurillac,"1,405","1,287",33490,Not available,"1,515",33
3853,ROUTE DE CASTILLON,LIBOURNE,Not available,"1,188",33500,"1,383","1,421",33
3854,RN 89,ARVEYRES,Not available,Not available,33500,Not available,Not available,33
3855,12 Place Jean Moulin,LIBOURNE,Not available,Not available,33500,Not available,Not available,33
3856,23 Avenue de la Roudet,Libourne,Not available,"1,188",33500,"1,383","1,421",33
3857,11 Rue Pierre Benoit,LIBOURNE,"1,292","1,169",33500,"1,332",Not available,33
3858,12 Place Jean Moulin,LIBOURNE,"1,429","1,269",33500,Not available,"1,489",33
3859,RN 89,ARVEYRES,"1,409","1,274",33500,Not available,"1,519",33
3860,Avenue du Général de Gaulle,LIBOURNE,"1,430","1,310",33502,Not available,"1,540",33
3861,270 Boulevard de la République,ANDERNOS-LES-BAINS,Not available,"1,159",33510,"1,329","1,369",33
3862,2 rue Bertin Lalande,Andernos-les-Bains,"1,340","1,185",33510,"1,380","1,415",33
3863,463 Route du Médoc,Bruges,Not available,Not available,33520,Not available,Not available,33
3864,A630 ROC.PRESQU'ILE LAC COTE2,Bruges,"1,314","1,184",33520,Not available,"1,399",33
3865,A630 ROC.PRESQU'ILE LAC COTE1,Bruges,"1,314","1,184",33520,Not available,"1,399",33
3866,463 Route du Médoc,BRUGES,"1,369","1,199",33520,Not available,"1,469",33
3867,427 Route du Médoc,Bruges,"1,338","1,178",33523,Not available,"1,419",33
3868, Route de Libourne,SAUVETERRE-DE-GUYENNE,Not available,"1,199",33540,"1,349","1,389",33
3869,"13, route de Bordeaux",Le Tourne,Not available,"1,280",33550,"1,470","1,490",33
3870,1 Route de Créon,Langoiran,"1,299","1,169",33550,"1,329","1,399",33
3871,8 AVENUE DES GRIFFONS,CARBON-BLANC,Not available,Not available,33560,Not available,Not available,33
3872,Centre Commercial GRAND TOUR,Sainte-Eulalie,"1,301","1,169",33560,"1,353","1,383",33
3873,79 Avenue Austin-Conté,Carbon-Blanc,Not available,"1,169",33560,"1,329","1,439",33
3874,8 AVENUE DES GRIFFONS,CARBON BLANC,"1,409","1,282",33560,Not available,"1,519",33
3875,5 Avenue Jean-Paul Glanet,MONSEGUR,Not available,"1,199",33580,"1,399","1,429",33
3876,AVENUE G EIFFEL,Pessac,"1,319","1,175",33600,Not available,"1,405",33
3877,228 Avenue Pasteur,PESSAC,Not available,Not available,33600,Not available,Not available,33
3878,77 Avenue du Général Leclerc,PESSAC,Not available,Not available,33600,Not available,Not available,33
3879,195 Avenue du Haut-Lévêque,PESSAC,Not available,Not available,33600,Not available,Not available,33
3880,3 Avenue du Général Leclerc,Pessac,"1,363","1,193",33600,Not available,"1,430",33
3881,"741, cours de la Libération",PESSAC,Not available,Not available,33600,Not available,Not available,33
3882,195 AV DU HAUT LEVEQUE,PESSAC,"1,414","1,279",33600,Not available,"1,524",33
3883,741 COURS DE LA LIBERATION,PESSAC,"1,439","1,284",33600,Not available,"1,549",33
3884,77 BIS AV DU GAL LECLERC,PESSAC,"1,319","1,174",33600,Not available,"1,399",33
3885,19 Allée Bire-Huc,Cestas,Not available,"1,219",33610,"1,389","1,419",33
3886,AUTOROUTE A 63,Cestas,Not available,Not available,33610,Not available,Not available,33
3887,AUTOROUTE A63,CESTAS,Not available,Not available,33610,Not available,Not available,33
3888, Avenue de Verdun,CESTAS,"1,353","1,187",33610,"1,395","1,401",33
3889,A63 Aire de Cestas Est,Cestas,Not available,Not available,33610,Not available,Not available,33
3890,A63 SENS BAYONNE-BORDEAUX,CESTAS,"1,512","1,366",33610,Not available,"1,618",33
3891,A63 Sens Bordeaux Bayonne,Cestas,"1,542","1,377",33610,Not available,"1,648",33
3892,4 RILLAC,CAVIGNAC,Not available,"1,199",33620,"1,349","1,389",33
3893,1 garosse nord,LARUSCADE,Not available,"1,199",33620,"1,357","1,381",33
3894,43 Route des Graves,PORTETS,Not available,"1,350",33640,"1,530","1,560",33
3895,Route Nationale 113,BEAUTIRAN,"1,322","1,187",33640,Not available,"1,392",33
3896,AVENUE DU CHATEAU,LA BRèDE,"1,389","1,255",33650,Not available,"1,499",33
3897,1 allée Perrucade,La Brède,"1,305","1,182",33650,"1,349","1,388",33
3898,Avenue Charles de Gaulle,SAUCATS,"1,334","1,183",33650,"1,375",Not available,33
3899,A89 Aire des Palombières,GOURS,"1,499","1,379",33660,Not available,"1,609",33
3900,Rue du Barry Nord,Saint-Seurin-sur-l'Isle,Not available,"1,230",33660,"1,305","1,334",33
3901,Route de Sauveterre,Créon,"1,305","1,179",33670,"1,335","1,385",33
3902,RTE DE BORDEAUX,Lacanau,"1,336","1,203",33680,Not available,Not available,33
3903,"4, rue Emile Baudoux",LACANAU OCEAN,Not available,"1,180",33680,"1,340","1,370",33
3904,Résidence les Huga,Lacanau,Not available,"1,250",33680,"1,390","1,440",33
3905, Avenue de Bordeaux,LACANAU,"1,327","1,201",33680,"1,372",Not available,33
3906,"33, Avenue de Bordeaux",Le Porge,Not available,"1,178",33680,"1,358","1,398",33
3907,44 AV EMMANUEL LASSERRE,GRIGNOLS,Not available,"1,000",33690,"1,453",Not available,33
3908,Rue de Mirepin,MERIGNAC,"1,327","1,172",33700,"1,371","1,398",33
3909,AVENUE MARECHAL GALLIENI,MéRIGNAC,"1,305","1,179",33700,Not available,"1,386",33
3910,AVENUE de la Somme,MéRIGNAC,Not available,Not available,33700,Not available,Not available,33
3911,243 Avenue de la Marne,MéRIGNAC,Not available,Not available,33700,Not available,Not available,33
3912,ROCADE PERIPHERIQUE-A630sens intérieur),Mérignac,Not available,Not available,33700,Not available,Not available,33
3913,ROCADE PERIPHERIQUE,Mérignac,Not available,Not available,33700,Not available,Not available,33
3914,Allée des Conviviales,Mérignac,Not available,"1,199",33700,"1,399","1,419",33
3915, Avenue des frères Robinson,MéRIGNAC,"1,302","1,179",33700,Not available,"1,385",33
3916,78 Avenue de Magudas,Mérignac,Not available,"1,172",33700,"1,346","1,378",33
3917,Avenue François Mitterrand,Mérignac,Not available,Not available,33700,Not available,Not available,33
3918,127 Avenue de L#039;Yser,Mérignac,Not available,Not available,33700,Not available,Not available,33
3919,Avenue François Mitterand,Mérignac,Not available,Not available,33700,Not available,Not available,33
3920,127 AV. DE L YSER,MERIGNAC,"1,423","1,297",33700,Not available,"1,533",33
3921,243 AV DE LA MARNE,MERIGNAC,"1,311","1,169",33700,Not available,"1,399",33
3922,ROCADE PÉRIPHÉRIQUE,MERIGNAC,Not available,Not available,33700,Not available,Not available,33
3923,Rocade Périphérique exterieur aire du truc,MERIGNAC,"1,319","1,175",33700,Not available,"1,399",33
3924,PARC BAGATELLE AVENUE DE LA SOMM,MERIGNAC,"1,314","1,169",33700,Not available,"1,399",33
3925,RN 137,Pugnac,Not available,Not available,33710,Not available,Not available,33
3926,Route de Blaye,Bourg,Not available,"1,179",33710,"1,369","1,389",33
3927,RN 137 Château - Sec,PUGNAC,"1,329","1,199",33710,"1,379",Not available,33
3928,RN 113,Podensac,Not available,"1,179",33720,"1,349","1,369",33
3929,A62 - AIRE DES LANDES SUD,Saint-Michel-de-Rieufret,Not available,Not available,33720,Not available,Not available,33
3930,AUT A 62,SAINT-MICHEL-DE-RIEUFRET,Not available,Not available,33720,Not available,Not available,33
3931,La Tour Rn 113,Cérons,Not available,"1,300",33720,Not available,"1,560",33
3932,48 Cours Joffre,PODENSAC,Not available,"1,320",33720,"1,500","1,540",33
3933,A62 Autoroute des Deux Mers,Saint-Michel-de-Rieufret,"1,542","1,377",33720,Not available,"1,648",33
3934,AUTOROUTE A62 - AIRE LES LANDES SUD,PODENSAC,"1,464","1,334",33720,Not available,"1,574",33
3935,15 Rue Lafon Isore,VILLANDRAUT,Not available,"1,290",33730,"1,450","1,470",33
3936,ROUTE DE VILLANDRAUTLD SABLE ROUGE,PRECHAC,Not available,"1,230",33730,"1,420",Not available,33
3937,Route de Bordeaux,Arès,"1,240","1,157",33740,"1,338","1,367",33
3938,RN 89,BEYCHAC-ET-CAILLAU,Not available,Not available,33750,Not available,Not available,33
3939,RN 89,BEYCHAC-ET-CAILLEAU,"1,309","1,169",33750,"1,500","1,399",33
3940,5 route de libourne,st germain du puch,Not available,"1,168",33750,"1,326","1,359",33
3941,rue du Manoir,TARGON,Not available,"1,270",33760,"1,430",Not available,33
3942,Route de Bordeaux,TARGON,Not available,"1,180",33760,"1,342","1,369",33
3943,"1, rue du Martinet",SALLES,Not available,"1,215",33770,"1,369","1,399",33
3944,3 rue Jean Goudineau,Soulac-sur-Mer,Not available,"1,221",33780,"1,399","1,429",33
3945,Route de Sainte-Foy,PELLEGRUE,Not available,"1,198",33790,"1,355","1,386",33
3946,1 Quai de Paludate,BORDEAUX,Not available,Not available,33800,Not available,Not available,33
3947,1 Quai de Paludate,Bordeaux,Not available,Not available,33800,Not available,Not available,33
3948,2 Bois Bourrut ,Étauliers,"1,346","1,195",33820,"1,387",Not available,33
3949,10 AVENUE PLANTAGENET,BELIN-BELIET,Not available,"1,219",33830,"1,389",Not available,33
3950,LES PESSOTS LE MURET,Belin-Béliet,Not available,Not available,33830,Not available,Not available,33
3951,A 65 - AIRE DE CAPTIEUX,CAPTIEUX,"1,518","1,394",33840,Not available,"1,618",33
3952,ROUTE DE BORDEAUX,LéOGNAN,"1,263","1,129",33850,"1,299","1,328",33
3953,2 Avenue de Bordeaux,LéOGNAN,Not available,"1,199",33850,"1,359","1,389",33
3954,32 Route de Lussac,Saint-Denis-de-Pile,Not available,"1,193",33910,"1,361","1,393",33
3955,AUTOROUTE A10,Saugon,"1,494","1,354",33920,Not available,"1,594",33
3956,46 rue Jacques Vergeron,Saint-Savin,"1,339","1,189",33920,"1,349",Not available,33
3957,Lieu-dit Bazille-Ouest,Saugon,"1,490","1,370",33920,Not available,"1,590",33
3958,"1, Avenue de l'Europe",VENDAYS-MONTALIVET,Not available,"1,390",33930,"1,540","1,580",33
3959,LAYGUE BASSE,VENDAYS-MONTALIVET,Not available,"1,190",33930,"1,370","1,400",33
3960,4 RUE DE LA MAIRIE,Vendays-Montalivet,"1,323","1,198",33930,Not available,"1,386",33
3961,Route des Pastourelles,LEGE-CAP-FERRET,"1,309","1,169",33950,"1,339","1,369",33
3962,5 Avenue de la Presqu'Île,Lège-Cap-Ferret,Not available,"1,170",33950,"1,340","1,370",33
3963,149 Avenue de Bordeaux,Lège-Cap-Ferret,Not available,Not available,33970,Not available,Not available,33
3964,ROUTE DE BORDEAUX,AUDENGE,"1,309","1,175",33980,"1,355","1,385",33
3965,CENTRAL GARAGE AGENT CITROEN,HOURTIN,Not available,Not available,33990,Not available,Not available,33
3966,Route de Lesparre,HOURTIN,Not available,"1,190",33990,"1,370","1,400",33
3967,4 rue d'aquitaine,HOURTIN,Not available,"1,400",33990,"1,470","1,500",33
3968,429 Avenue du Marché Gare,MONTPELLIER,Not available,"1,250",34000,"1,380","1,420",34
3969,AVENUE DE VANIERES,MONTPELLIER,Not available,Not available,34000,Not available,Not available,34
3970,24 AV.DE NIMES,MONTPELLIER,Not available,Not available,34000,Not available,Not available,34
3971,70 Avenue de l'Europe,MONTPELLIER,Not available,Not available,34000,Not available,Not available,34
3972,AV.DE POMPIGNANE,Montpellier,Not available,Not available,34000,Not available,Not available,34
3973,RUE DE L'ABRIVADO,Montpellier,Not available,Not available,34000,Not available,Not available,34
3974,427 Avenue des États du Languedoc,Montpellier,"1,334","1,186",34000,Not available,"1,439",34
3975,ZAC DE TOURNEZY,MONTPELLIER,"1,394","1,248",34000,Not available,"1,494",34
3976,812 route de Ganges,MONTPELLIER,Not available,"1,199",34000,"1,379","1,439",34
3977,Av PIERRE MENDES FRANCE,MONTPELLIER,Not available,Not available,34000,Not available,Not available,34
3978,1160 AV. PIERRE MENDES FRANCE,MONTPELLIER,"1,329","1,175",34000,Not available,"1,409",34
3979,70 AV. DE L'EUROPE,MONTPELLIER,"1,439","1,269",34000,Not available,"1,549",34
3980,AV.DE POMPIGNANE,MONTPELLIER,"1,412","1,272",34000,Not available,"1,522",34
3981,Avenue du Mas Argelliers,Montpellier,"1,299","1,165",34070,Not available,"1,365",34
3982,CS 50003,PEROLS,Not available,"1,162",34070,"1,339","1,374",34
