,Adresse,City,E10,Gazole,Postal_Code,SP95,SP98,iD
755,5 ROUTE DE CHARLEVILLE,Attigny,"1,409","1,289",08130,Not available,"1,499",08
756,Avenue de la Dernière Cartouche,Bazeilles,"1,345","1,195",08140,Not available,"1,409",08
757,RUE PASTEUR,RIMOGNE,Not available,"1,215",08150,"1,379","1,409",08
758,Route de la Boutillette,Renwez,Not available,"1,223",08150,"1,418","1,448",08
759,rue des evignes,FUMAY,Not available,"1,229",08170,"1,389","1,399",08
760,RD 8051,FUMAY,Not available,Not available,08170,Not available,Not available,08
761,Station Service Ste Anne RN51,FUMAY,"1,419","1,293",08170,Not available,Not available,08
762,70 Rue Chantereine,ASFELD,"1,410","1,240",08190,Not available,"1,520",08
763,1 Rue Chantereine,Asfeld,Not available,"1,219",08190,"1,399","1,429",08
764,116 Avenue Léon Charpentier,Sedan,Not available,"1,209",08200,"1,399","1,459",08
765,45 Avenue de la Marne,Sedan,"1,348","1,195",08200,Not available,"1,458",08
766,14 Avenue Pasteur,Sedan,"1,339","1,193",08200,"1,297","1,406",08
767,6 Avenue de la Marne,SEDAN,Not available,Not available,08200,Not available,Not available,08
768,Rue Cadeau,SEDAN,"1,338","1,191",08200,Not available,"1,406",08
769,8 Avenue de la Marne,Sedan,Not available,Not available,08200,Not available,Not available,08
770,8 AVENUE DE LA MARNE,SEDAN,"1,338","1,195",08200,Not available,"1,458",08
771, Avenue de la Paix,MOUZON,Not available,"1,293",08210,"1,468","1,495",08
772,Route de la Petite Chapelle,ROCROI,Not available,"1,253",08230,"1,430","1,465",08
773,RN43 Lieu dit Le Pré Meumon,Maubert-Fontaine,"1,369","1,210",08260,Not available,"1,399",08
774,A34 AIRE DES ARDENNES WOINIC,Saulces-Monclin,Not available,Not available,08270,Not available,Not available,08
775,AUTOROUTE A34 - AIRE DES ARDENNES - WOINIC,SAULCES MONCLIN,"1,459","1,329",08270,Not available,"1,569",08
776,ZONE DE L'ETOILE,Rethel,Not available,"1,198",08300,"1,399","1,439",08
777,4 Rue de Montpellier,RETHEL,Not available,Not available,08300,Not available,Not available,08
778,24 Rue de Reims,SAULT-LèS-RETHEL,"1,343","1,198",08300,"1,399",Not available,08
779, Rue Arthur Rimbaud,AMAGNE,Not available,"1,199",08300,"1,399","1,439",08
780,4 RUE DE MONTPELLIER,RETHEL,"1,343","1,198",08300,Not available,"1,463",08
781,83 Rue Alfred Doury,Juniville,Not available,"1,330",08310,"1,480",Not available,08
782, Avenue Roger Posty,VIREUX-MOLHAIN,"1,335","1,209",08320,"1,379","1,409",08
783,ROUTE NATIONALE 51,HIERGES,Not available,"1,205",08320,"1,375","1,405",08
784,12 RUE PIERRE VIENOT,VRIGNE-AUX-BOIS,Not available,"1,239",08330,"1,429","1,459",08
785,Rue Georges Clemenceau,DONCHERY,Not available,"1,229",08350,"1,389","1,419",08
786,37 Rue de la Sommevue,Château-Porcien,Not available,"1,229",08360,"1,399","1,439",08
787,Chestres ,Vouziers,"1,349","1,206",08400,Not available,"1,438",08
788,Rue du Blanc Mont,VOUZIERS,"1,325","1,213",08400,"1,389","1,396",08
789, Rue Verte,VOUZIERS,Not available,"1,199",08400,"1,389","1,396",08
790,32 GRANDE RUE,POIX-TERRON,Not available,"1,259",08430,"1,439","1,469",08
791, Avenue Danton,REVIN,Not available,"1,242",08500,"1,412","1,451",08
792,29 QUAI DU FORT DE ROME,Givet,"1,500","1,330",08600,Not available,Not available,08
793, Route de Beauraing,GIVET,"1,289","1,218",08600,"1,404",Not available,08
794,Rue Parmentier,NOUZONVILLE,Not available,"1,219",08700,"1,399","1,429",08
795, Rue Parmentier,NOUZONVILLE,Not available,Not available,08700,Not available,Not available,08
796,Rue André Compain,Monthermé,"1,414","1,289",08800,Not available,Not available,08
797,ROUTE DE BOGNY,MONTHERMé,Not available,"1,228",08800,"1,405","1,441",08
798,rue de l'industrie,Les Hautes-Rivières,Not available,"1,209",08800,"1,385","1,420",08
799,RN. 20,Foix,"1,436","1,306",09000,Not available,"1,546",09
800,18 ROUTE DE FOIX,Saint-Pierre-de-Rivière,Not available,"1,328",09000,"1,491",Not available,09
801,CONCESSIONNAIRE RENAULT -ROUTE D,FOIX,Not available,"1,306",09000,"1,472",Not available,09
802,Route d'Espagne,FOIX,"1,348","1,208",09000,"1,378",Not available,09
803,Labarre,Foix,Not available,"1,259",09000,"1,419","1,449",09
804,Route d'Espagne,Foix,"1,370","1,242",09000,"1,415",Not available,09
805,Route de Mirepoix,PAMIERS,"1,311","1,205",09100,"1,355","1,387",09
806,CARREFOUR DE LESTANG,PAMIERS,Not available,"1,306",09100,"1,434",Not available,09
807,6 Avenue de Foix,PAMIERS,"1,424","1,296",09100,Not available,"1,534",09
808,Avenue des Pyrénées,SAINT-JEAN-DU-FALGA,"1,305","1,205",09100,"1,355","1,385",09
809,Route de Foix,PAMIERS,Not available,"1,175",09100,"1,340","1,370",09
810,La Cavalerie,PAMIERS,Not available,"1,205",09100,"1,355","1,385",09
811,RN 20,SAVIGNAC-LES-ORMEAUX,"1,329","1,208",09110,"1,383",Not available,09
812,10/13 Allée du bois des esquers,PERLES ET CASTELET,Not available,"1,199",09110,"1,369","1,409",09
813,1 route de Paris,Varilhes,Not available,"1,320",09120,"1,480","1,510",09
814,Route de Foix,Le Fossat,Not available,"1,330",09130,"1,500","1,530",09
815,HAMEAUX DE ROQUEMAUREL,OUST,"1,379","1,263",09140,Not available,"1,489",09
816,Route de Toulouse,Saint-Lizier,Not available,"1,189",09190,"1,359","1,379",09
817,Le Pont du Baup,SAINT-LIZIER,"1,268","1,167",09190,"1,308","1,344",09
818,60 ROUTE DE TOULOUSE,SAINT - LIZIER,Not available,"1,209",09190,"1,358",Not available,09
819,ROUTE D'EYCHEIL,SAINT-GIRONS,Not available,"1,209",09200,"1,359","1,389",09
820,5 avenue de la Résistance,Saint-Girons,"1,309","1,222",09200,"1,395","1,418",09
821,La Sinsole,LEZAT SUR LEZE,Not available,"1,209",09210,"1,375","1,399",09
822,6 Rue de l'Eglise,VICDESSOS,Not available,"1,219",09220,"1,389",Not available,09
823,Lieu-dit Le Freyche de Darre,La Bastide-de-Sérou,Not available,"1,245",09240,"1,399","1,415",09
824,CHEMIN DU CHATEAU D'EAU,Mazères,Not available,Not available,09270,Not available,Not available,09
825,LIEU DIT LE RAUNIER,MAZERES,Not available,"1,222",09270,"1,375","1,399",09
826,RUE DU 08 MAI 1945,Lavelanet,Not available,"1,199",09300,"1,369","1,389",09
827,Route de FOIX,Lavelanet,"1,329","1,199",09300,"1,369",Not available,09
828,RD117,Bélesta,Not available,Not available,09300,Not available,Not available,09
829,ZA DE LA GRAUSSETTE,Verniolle,Not available,"1,209",09340,"1,359","1,395",09
830,Allée de Marveille,LES BORDES-SUR-ARIZE,Not available,Not available,09350,Not available,Not available,09
831,RUE MARVEILLE,LES BORDES SUR ARIZE,Not available,"1,219",09350,"1,369","1,389",09
832,route de quie,Tarascon-sur-Ariège,Not available,"1,242",09400,"1,415","1,445",09
833,54 Avenue Victor Pilhes,TARASCON-SUR-ARIèGE,Not available,"1,362",09400,"1,556","1,593",09
834,247 AV CHARLES DE GAULLE,Mirepoix,"1,405","1,275",09500,"1,395","1,505",09
835, Avenue Gabriel Faure,MIREPOIX,Not available,"1,260",09500,"1,440","1,480",09
836,13 avenue CHARLES DE GAULLE,MIREPOIX,"1,325","1,204",09500,"1,374","1,411",09
837,ZI Moulin d'Enfour,LAROQUE-D'OLMES,Not available,"1,179",09600,"1,339","1,456",09
838,17 Avenue du 8 Mai 1945,Laroque-d'Olmes,Not available,"1,205",09600,"1,375","1,412",09
839,Avenue du 11 Novembre 1918,Laroque-d'Olmes,"1,325","1,205",09600,"1,375","1,412",09
840,parc commercial de Saint Martin de Peyrelade,Saverdun,"1,325","1,205",09700,Not available,"1,395",09
841,17 Boulevard Georges Pompidou,TROYES,Not available,Not available,10000,Not available,Not available,10
842,210 Rue du Faubourg Croncels,Troyes,"1,358","1,199",10000,Not available,"1,434",10
843,3 Rue de la Mission,TROYES,Not available,"1,229",10000,"1,439","1,469",10
844,6 Place du Général Patton,Troyes,Not available,Not available,10000,Not available,Not available,10
845,78 Avenue Robert Schumann,Troyes,Not available,Not available,10000,Not available,Not available,10
846,40 Avenue Chomedey de Maisonneuve,TROYES,Not available,Not available,10000,Not available,Not available,10
847,40 AV CHOMEDEY DE MAISONNEUVE,TROYES,Not available,Not available,10000,Not available,Not available,10
848,1 CHAUSSEE DU VOULDY,TROYES,"1,419","1,292",10000,Not available,"1,529",10
849,"17, BLD GEORGES POMPIDOU",TROYES,"1,346","1,199",10000,Not available,"1,429",10
850,"40, AVENUE CHOMEDEY DE MAISONNEU",TROYES,"1,356","1,199",10000,Not available,"1,437",10
851,AVENUE DIDEROT,Romilly-sur-Seine,Not available,"1,229",10100,"1,399","1,429",10
852,123 Rue Aristide Briand,Romilly-sur-Seine,"1,403","1,273",10100,"1,280","1,513",10
853,70 Rue Aristide Briand,Romilly-sur-Seine,"1,405","1,235",10100,Not available,"1,441",10
854,Centre Commercial La Belle Idée - RN 19,ROMILLY-SUR-SEINE,"1,349","1,199",10100,"1,389",Not available,10
855,14 FAUX BOURG DE BOURGOGNE,Bar-sur-Seine,"1,358","1,205",10110,Not available,"1,428",10
856,20 Avenue du Général Leclerc,Bar-sur-Seine,"1,322","1,209",10110,Not available,"1,397",10
857,184 Route d'Auxerre,Saint-Germain,"1,410","1,290",10120,"1,370","1,520",10
858,114 Route d'Auxerre,SAINT-ANDRé-LES-VERGERS,"1,550","1,420",10120,"1,550","1,650",10
859,150 RUE DE TROYES,SAINT GERMAIN,"1,349","1,199",10120,"1,385","1,409",10
860,Avenue Charles de Refuge,SAINT ANDRE LES VERGERS,Not available,"1,191",10123,"1,379","1,405",10
861,ROUTE DE DAVREY,Ervy-le-Châtel,Not available,"1,212",10130,"1,388","1,429",10
862,335 rue du péage,AUXON,Not available,"1,218",10130,"1,375","1,406",10
863,Grande Rue,AUXON,Not available,Not available,10130,Not available,Not available,10
864,Grande Rue,AUXON,"1,365","1,192",10130,Not available,"1,388",10
865,5 RUE DES TANNERIES,VENDEUVRE-SUR-BARSE,Not available,"1,199",10140,"1,415",Not available,10
866,5 Rue Roger Salengro,Pont-Sainte-Marie,"1,365","1,199",10150,Not available,"1,436",10
867,ZAC de Creney,PONT-SAINTE-MARIE,"1,349","1,199",10150,"1,399","1,419",10
868,AIRE DE SERVICE - AUTOROUTE A26 SUD,CHARMONT SOUS BARBUISE,"1,565","1,400",10150,"1,565",Not available,10
869,29 Rue Joseph Anglade,AIX-EN-OTHE,"1,351","1,227",10160,Not available,"1,429",10
870,ROUTE D ARCIS,MERY-SUR-SEINE,Not available,"1,215",10170,"1,385","1,402",10
871, Rue du Général de Gaulle,SAINT-LYE,"1,339","1,207",10180,Not available,"1,427",10
872,AVENUE DE LA REPUBLIQUE,ESTISSAC,Not available,"1,217",10190,"1,395",Not available,10
873,57 avenue du Général Leclerc,Bar-sur-Aube,Not available,"1,310",10200,"1,470",Not available,10
874,Avenue du Général Leclerc,Bar-sur-Aube,"1,385","1,209",10200,"1,415",Not available,10
875,Rue Louis Desprez,BAR-SUR-AUBE,Not available,"1,209",10200,"1,415","1,479",10
876, Faubourg de Belfort,BAR SUR AUBE,Not available,"1,290",10200,"1,490","1,540",10
877,34 Route de Troyes,CHAOURCE,Not available,"1,220",10210,"1,390","1,430",10
878,13 route de Troyes,CHAOURCE,Not available,"1,199",10210,"1,379","1,419",10
879,RUE DE VIGNETTES,MAILLY-LE-CAMP,Not available,"1,210",10230,"1,360","1,410",10
880,RN 7,Mailly-le-Camp,Not available,"1,240",10230,"1,390",Not available,10
881,Route Nationale 71,Mussy-sur-Seine,Not available,"1,299",10250,"1,489","1,509",10
882, Faubourg de Champagne,FOUCHERES,"1,451","1,325",10260,Not available,"1,544",10
883,Les Riez,Vaudes,Not available,"1,189",10260,"1,375","1,415",10
884,A 5 - Aire de Troyes-Fresnoy,Fresnoy-le-Château,Not available,Not available,10270,Not available,Not available,10
885,AUTOROUTE A 5 - SENS PROVINCE PA,FRESNOY-LE-CHâTEAU,Not available,Not available,10270,Not available,Not available,10
886,RUE PIERRE GOMAND,Lusigny-sur-Barse,Not available,Not available,10270,Not available,Not available,10
887,3 rue Georges Clemenceau,Lusigny-sur-Barse,Not available,"1,243",10270,"1,417","1,449",10
888,AUTOROUTE A5 - AIRE DE TROYES-FRESNOY-LE-CHÂTEAU,FRESNOY LE CHATEAU,"1,494","1,374",10270,Not available,"1,604",10
889,AUTOROUTE A5 - AIRE TROYES-LE-PLESSIS,FRESNOY LE CHATEAU,"1,494","1,374",10270,Not available,"1,604",10
890,24 Avenue du Général Leclerc,Sainte-Savine,"1,365","1,196",10300,Not available,"1,436",10
891,82 AVENUE DU GENERAL LECLERC,ST SAVINE,Not available,Not available,10300,Not available,Not available,10
892,82 AVENUE DU GENERAL LECLERC,SAINTE SAVINE,"1,356","1,196",10300,Not available,"1,437",10
893,25 Rue du Pont,Les Riceys,Not available,"1,339",10340,"1,489","1,509",10
894,RUE SALENGRO,Marigny-le-Châtel,"1,349","1,199",10350,"1,389","1,429",10
895, Rue Jean Moulin,VILLENAUXE-LA-GRANDE,"1,348","1,232",10370,"1,390",Not available,10
896,Route de Bray,NOGENT-SUR-SEINE,Not available,Not available,10400,Not available,Not available,10
897,AVENUE DU GENERAL DE GAULLE,NOGENT-SUR-SEINE,Not available,"1,221",10400,"1,387","1,428",10
898,47 Route de Bray,Nogent-sur-Seine,"1,311","1,195",10400,"1,389",Not available,10
899,4 route de Bray,Nogent-sur-Seine,Not available,"1,219",10400,"1,379","1,419",10
900,"103, Avenue du Général de Gaulle",SAINT-PARRES-AUX-TERTRES,"1,349","1,199",10410,"1,399","1,419",10
901,208 Route d'Auxerre,ROSIèRES-PRèS-TROYES,"1,349","1,216",10430,Not available,"1,423",10
902,71 Rue Victor Hugo,Rosières-près-Troyes,"1,349","1,199",10430,"1,399","1,419",10
903,RD 960,LESMONT,"1,417","1,284",10500,Not available,"1,527",10
904,Rue du Général P.decouz,Brienne-le-Château,"1,346","1,223",10500,Not available,"1,426",10
905,BOULEVARD NAPOLEON,Brienne-le-Château,Not available,"1,219",10500,"1,379","1,409",10
906,RN 19,Barberey-Saint-Sulpice,"1,355","1,195",10600,Not available,"1,409",10
907,Boulevard de l'Ouest,Sainte-Savine,"1,349","1,195",10600,"1,379","1,409",10
908,RN 19,Barberey-Saint-Sulpice,Not available,Not available,10600,Not available,Not available,10
909,118 Avenue du Général Sarrail,La Chapelle-Saint-Luc,"1,410","1,300",10600,Not available,"1,490",10
910,RD 619,BARBEREY,"1,352","1,199",10600,Not available,"1,432",10
911,9 RUE DE BRIENNE,ARCIS-SUR-AUBE,"1,389","1,253",10700,Not available,"1,499",10
912,"42, Route de Brienne (5 minutes A26 Sortie 21)",ARCIS-SUR-AUBE,Not available,"1,199",10700,"1,379","1,419",10
913,104 rue de Paris,Arcis-sur-Aube,Not available,"1,205",10700,"1,379","1,419",10
914,29 Boulevard de Dijon,Saint-Julien-les-Villas,"1,397","1,267",10800,Not available,"1,507",10
915,130 Avenue Michel Baroin,SAINT-JULIEN-LES-VILLAS,"1,345","1,209",10800,"1,379","1,415",10
916,23 boulevard de Dijon,Saint-Julien-les-Villas,"1,365","1,216",10800,"1,399","1,440",10
917,31 Boulevard de Dijon,Saint-Julien-les-Villas,Not available,Not available,10800,Not available,Not available,10
918,1 ROUTE DE MAISONS BLANCHES,Buchères,"1,389","1,244",10800,Not available,"1,470",10
919, Avenue du Souvenir Français,CARCASSONNE,"1,325","1,179",11000,Not available,"1,379",11
920,AVENUE DU GENERAL LECLERC ,Carcassonne,"1,400","1,290",11000,Not available,"1,510",11
921,Route de Limoux,CARCASSONNE,Not available,Not available,11000,Not available,Not available,11
922,13 Allée d'Iéna,Carcassonne,"1,338","1,191",11000,Not available,"1,414",11
923,Route de Toulouse,Carcassonne,"1,309","1,179",11000,"1,349","1,379",11
924,8 Avenue du Président Franklin Roosevelt,CARCASSONNE,Not available,"1,270",11000,"1,450","1,480",11
925,Rue Claude Chappe,Carcassonne,Not available,"1,179",11000,"1,369","1,409",11
926,ZI du Pont Rouge,Carcassonne,Not available,Not available,11000,Not available,Not available,11
927,42 Boulevard Jean Jaurès,Carcassonne,Not available,"1,280",11000,"1,450","1,480",11
928,RUE DE MARECHAL JUIN,Narbonne,"1,318","1,204",11000,Not available,"1,401",11
929,69 Allée d'Iéna,CARCASSONNE,Not available,"1,239",11000,"1,429","1,469",11
930,ROUTE DE LIMOUX RN 118,CARCASSONNE,"1,329","1,187",11000,Not available,"1,409",11
931,ZI PONT ROUGE,CARCASSONNE,Not available,"1,174",11000,"1,344","1,374",11
932,Avenue d'Espagne,NARBONNE,"1,309","1,185",11100,Not available,"1,365",11
933,14 Avenue Carnot,NARBONNE,Not available,"1,259",11100,"1,385",Not available,11
934,108 Avenue de Bordeaux,NARBONNE,Not available,"1,259",11100,"1,385","1,439",11
935,Cap de la Pla - RN113,NARBONNE,Not available,"1,199",11100,"1,355",Not available,11
936,AVENUE DU GENERAL LECLERC,NARBONNE,Not available,Not available,11100,Not available,Not available,11
937,Avenue de la Croix Sud,Narbonne,Not available,"1,183",11100,Not available,Not available,11
938,40 Boulevard Frédéric Mistral,Narbonne,"1,369","1,196",11100,Not available,"1,449",11
939,AVENUE CROIX SUD,Narbonne,"1,359","1,177",11100,Not available,"1,439",11
940,Avenue du Général Leclerc,NARBONNE,Not available,"1,229",11100,"1,399","1,479",11
941,60AVENUE DU GENERAL LECLERC,NARBONNE,"1,359","1,196",11100,Not available,"1,439",11
942,82 AVENUE CARNOT,NARBONNE,Not available,"1,287",11100,"1,479",Not available,11
943,AVENUE DE LA MER,NARBONNE,"1,305","1,179",11101,Not available,"1,360",11
944,199 avenue de Bordeaux,NARBONNE,"1,305","1,180",11106,Not available,"1,360",11
945,Avenue de Toulouse,COURSAN,"1,315","1,190",11110,"1,355","1,380",11
946,AUTOROUTE A 9,SALLES-D'AUDE,Not available,Not available,11110,Not available,Not available,11
947,A 9 - AIRE NARBONNE VINASSAN NOR,COURSAN,Not available,Not available,11110,Not available,Not available,11
948,Route de Coursan,Salles-d'Aude,"1,315","1,195",11110,Not available,"1,385",11
949,AUTOROUTE A9 - AIRE DE NARBONNE VINASSAN SUD,SALLES D'AUDE,"1,474","1,354",11110,Not available,"1,584",11
950,AIRE DE NARBONNE VINASSAN NORD - A9,SALLES D'AUDE,"1,484","1,354",11110,Not available,"1,534",11
951, Avenue de Saint-Pons,Saint-Marcel-sur-Aude,"1,338","1,209",11120,"1,379","1,418",11
952,RN 113 AVENUE MARECHAL GALLIENI,Lézignan-Corbières,"1,299","1,159",11120,Not available,"1,359",11
953,ZAE du Peyrou,SIGEAN,Not available,"1,199",11130,"1,379","1,429",11
954,Lieu Dit La Condomine,AXAT,Not available,"1,260",11140,"1,410",Not available,11
955,zae avenue de la preuilhe,BRAM,Not available,"1,219",11150,"1,399","1,435",11
956,ld croix de l'ourmet  RN 113,VILLEPINTE,Not available,"1,189",11150,"1,349","1,389",11
957,route de RIEUX-MINERVOIS,PEYRIAC-MINERVOIS,Not available,"1,198",11160,"1,361","1,380",11
958,ZA les Terres Rouges - avenue du Minervois,Villeneuve-Minervois,Not available,"1,272",11160,"1,436","1,462",11
959,La Madeleine,PEZENS,Not available,Not available,11170,Not available,Not available,11
960,AVENUE DE TOULOUSE,ALZONNE,"1,329","1,189",11170,Not available,"1,389",11
961,AVENUE DES CORBIERES,LéZIGNAN-CORBIèRES,"1,339","1,159",11200,"1,369",Not available,11
962,RD6113,LéZIGNAN-CORBIèRES,Not available,"1,239",11200,"1,449",Not available,11
963,aérodrome Montpellier Méditerranée,Mauguio,"1,379","1,269",11200,"1,429",Not available,11
964,Avenue Maréchal Foch,LéZIGNAN-CORBIèRES,Not available,Not available,11200,Not available,Not available,11
965,Rue de L'Estagnol,LéZIGNAN-CORBIèRES,"1,339","1,159",11200,"1,369",Not available,11
966,ROUTE DEPARTEMENTALE 610,HOMPS,Not available,"1,229",11200,"1,399",Not available,11
967,RN 113 - 2 AVENUE DU MARECHAL F,LEZIGNAN CORBIERES,"1,334","1,169",11200,Not available,"1,414",11
968,"928, Boulevard Général de Gaulle",PORT-LA-NOUVELLE,"1,324","1,178",11210,"1,365","1,419",11
969,Avenue Charles Palauqui,PORT-LA-NOUVELLE,Not available,Not available,11210,Not available,Not available,11
970,"69, avenue de Narbonne",SAINT-LAURENT-DE-LA-CABRERISSE,Not available,"1,324",11220,"1,464","1,554",11
971,Route de Quillan,Espéraza,Not available,"1,209",11260,"1,399",Not available,11
972,A61 Aire d'Arzens Sud,ARZENS,"1,484","1,364",11290,Not available,"1,594",11
973,A61 Aire d'Arzens Nord,ARZENS,"1,454","1,344",11290,Not available,"1,564",11
974,RN.119,Montréal,"1,414","1,303",11290,Not available,"1,524",11
975,zone industrielle Les Giscarrels,MONTREAL,Not available,"1,189",11290,"1,349","1,379",11
976,"16, avenue Camille Bouché",Limoux,Not available,"1,320",11300,"1,530",Not available,11
977,Route d'Alet,LIMOUX,Not available,"1,219",11300,"1,379","1,399",11
978,23 AVENUE CAMILLE BOUCHE,Limoux,"1,345","1,215",11300,Not available,"1,414",11
979,Route de Carcassonne,Limoux,"1,339","1,209",11300,Not available,"1,399",11
980,route de Leucate plage,LEUCATE,Not available,"1,209",11370,"1,399","1,439",11
981,"1, impasse des Corbières",MOUTHOUMET,Not available,"1,386",11390,"1,546","1,546",11
982,129 AVENUE MONSEIGNEUR DELANGLE,Castelnaudary,"1,305","1,179",11400,"1,339",Not available,11
983,88 Avenue Monseigneur de Langle,Castelnaudary,Not available,"1,259",11400,"1,419","1,469",11
984,RELAIS ST.MARTIN,SAINT-MARTIN-LALANDE,Not available,Not available,11400,Not available,Not available,11
985,ROUTE DE CARCASSONNE,Castelnaudary,"1,439","1,292",11400,Not available,Not available,11
986,211 ROUTE DE VILLASAVARY,CASTELNAUDARY,Not available,"1,199",11400,"1,369",Not available,11
987,1033 Avenue Martin dauch,CASTELNAUDARY,Not available,"1,299",11400,"1,479",Not available,11
988,Avenue de Narbonne,GRUISSAN,Not available,"1,268",11430,"1,405","1,449",11
989,Boulevard de Pech Meynaud,GRUISSAN,Not available,"1,268",11430,"1,405","1,449",11
990,A9 AIRE DE LA PALME OUEST,LA PALME,"1,474","1,344",11480,"1,494","1,524",11
991,AUTOROUTE A 9,La Palme,Not available,Not available,11480,Not available,Not available,11
992,ROUTE DEPARTEMENTALE 6009,LA PALME,Not available,Not available,11480,Not available,Not available,11
993,AIRE DE LAPALME EST,La Palme,"1,474","1,354",11480,Not available,"1,554",11
994,route départementale 6009,La Palme,Not available,"1,257",11480,"1,379","1,489",11
995,Place de la Liberté,Quillan,Not available,"1,209",11500,"1,389","1,419",11
996,STATION PIERRE LYS,Quillan,"1,413","1,298",11500,Not available,"1,461",11
997,6 Avenue F.Mitterrand,QUILLAN,Not available,"1,266",11500,"1,391","1,421",11
998,ROUTE NATIONALE 9,ROQUEFORT-DES-CORBIèRES,"1,404","1,272",11540,Not available,"1,514",11
999,167 Av Pierre Brossolette,Fleury,Not available,"1,330",11560,"1,490","1,520",11
1000,Place du Portail,Sallèles-d'Aude,Not available,"1,250",11590,"1,380","1,440",11
1001,418 Route d'Ouveillan,Sallèles-d'Aude,"1,299","1,239",11590,"1,409","1,479",11
1002,2 avenue du minervois,Villegly,Not available,Not available,11600,Not available,Not available,11
1003,Place Léon Blum,Villalier,Not available,Not available,11600,Not available,Not available,11
1004,RD 620 Lieu dit la pièce,VILLEGLY,Not available,"1,254",11600,"1,444",Not available,11
1005,Lieu dit La Viala,VILLEMOUSTAUSSOU,Not available,"1,254",11620,"1,444","1,484",11
1006,RN113,CAPENDU,Not available,"1,264",11700,"1,421","1,461",11
1007,AUTOROUTE A61,Capendu,"1,444","1,334",11700,Not available,"1,544",11
1008,4 Avenue du Minervois,LA REDORTE,"1,348","1,198",11700,"1,386",Not available,11
1009,AIRE DES CORBIERES A61,CAPENDU,"1,489","1,390",11700,Not available,"1,595",11
1010,RN 113,TRèBES,"1,329","1,179",11800,Not available,"1,409",11
1011,Boulevard du Minervois,Trèbes,Not available,"1,205",11800,"1,375","1,419",11
1012,Z.I. la Bouriette,CARCASSONNE,"1,315","1,185",11880,"1,355",Not available,11
1013,33 BOULEVARD PAUL RAMADIER,RODEZ,Not available,"1,327",12000,"1,484",Not available,12
1014,ROUTE D'ESPALION,RODEZ,Not available,"1,277",12000,"1,424",Not available,12
1015,ZA BEL AIR,RODEZ,Not available,"1,277",12000,"1,424",Not available,12
1016,24 Avenue de la Gineste,RODEZ,Not available,"1,291",12000,"1,455","1,477",12
1017,16 BE LAROMIGUIERE,RODEZ,Not available,"1,290",12000,"1,440",Not available,12
1018,10 Avenue de la Gineste,Rodez,Not available,"1,191",12000,"1,342","1,379",12
1019,Avenue de Bamberg,Rodez,"1,299","1,191",12000,"1,342",Not available,12
1020,18 avenue du Ségala,Rodez,Not available,"1,270",12000,"1,420",Not available,12
1021,150 Boulevard Georges Brassens,Millau,"1,305","1,195",12100,Not available,"1,385",12
1022,144 Avenue Jean Jaurès,Millau,"1,397","1,276",12100,Not available,"1,507",12
1023,AVENUE DU PONT LEROUGE,Millau,Not available,"1,189",12100,"1,354","1,378",12
1024,82 Avenue Jean Jaurès,MILLAU,"1,321","1,202",12100,Not available,"1,398",12
1025,Avenue de Saint Affrique,CREISSELS,"1,298","1,189",12100,"1,354","1,378",12
1026,Avenue de l'Europe,Millau,"1,298","1,189",12100,"1,354","1,378",12
1027,25 AV EDOUARD ALFRED MARTEL,MILLAU,Not available,"1,219",12100,"1,399","1,435",12
1028,Avenue du 19 Mars 1962,CRANSAC,Not available,"1,169",12110,"1,339","1,369",12
1029,Avenue Adam Grange,Viviez,"1,319","1,199",12110,Not available,Not available,12
1030,41ter Avenue Adam Grange,Viviez,"1,380","1,270",12110,Not available,"1,490",12
1031,Z.A. PLAISANCE,CASSAGNES BEGONHES,"1,329","1,201",12120,"1,369",Not available,12
1032,AVENUE D'ESPALION,Saint-Geniez-d'Olt,Not available,"1,260",12130,"1,440",Not available,12
1033,Avenue d'Espalion,Saint-Geniez-d'Olt,Not available,"1,210",12130,"1,360","1,390",12
1034,le moulinet,ENTRAYGUES,Not available,"1,279",12140,"1,422","1,462",12
1035,A75 aire de l'aveyron,Sévérac-le-Château,Not available,Not available,12150,Not available,Not available,12
1036,35 AVENUE DE PARIS,SéVéRAC-LE-CHâTEAU,Not available,Not available,12150,Not available,Not available,12
1037,Rue du General de Gaulle,Sévérac-le-Château,Not available,"1,210",12150,"1,350","1,420",12
1038, Avenue Marie Curie,SéVéRAC-LE-CHâTEAU,"1,349","1,209",12150,Not available,"1,419",12
1039,ZA le Plâ d'Aveyron RN88,Recoules-Prévinquières,"1,379","1,235",12150,Not available,"1,445",12
1040,AUTOROUTE A75 - AIRE DE L'AVEYRON,SEVERAC LE CHATEAU,"1,484","1,369",12150,Not available,"1,594",12
1041,241 Avenue de Marengo,Baraqueville,Not available,"1,330",12160,"1,490",Not available,12
1042,600 Avenue de Rodez,Baraqueville,"1,299","1,191",12160,"1,369","1,399",12
1043,Avenue de la Vallée du Tarn,RéQUISTA,"1,329","1,195",12170,"1,365",Not available,12
1044,80 Avenue d'Albi,Réquista,"1,329","1,215",12170,"1,369","1,388",12
1045,9 Avenue des Croates,VILLEFRANCHE-DE-ROUERGUE,"1,392","1,257",12200,Not available,"1,502",12
1046,Avenue de Toulouse,VILLEFRANCHE-DE-ROUERGUE,"1,339","1,199",12200,"1,379","1,419",12
