,Adresse,City,Postal_Code,iD
5455,205 ROUTE DE VANNES,SAINT HERBLAIN,44800,44
5456,BD CHARLES DE GAULLE - CD 17,SAINT HERBLAIN,44800,44
5457,Boulevard de la Baule,SAINT-HERBLAIN,44802,44
5458,51 RUE DE L'OCEAN,Héric,44810,44
5459, Rue de Nantes,BOUAYE,44830,44
5460,A 801 - CLOS DE MAILLARDIERES,Les Sorinières,44840,44
5461,AUTOROUTE A83 - AIRE DE LA GRASSINIÈRE,LES SORINIERES,44840,44
5462,"89, rue du Souvenir",LIGNE,44850,44
5463,2 Rue Beau Soleil,SAINT-MARS-DU-DéSERT,44850,44
5464, Rue des Vignes,PONT-SAINT-MARTIN,44860,44
5465,20 Rue de Nantes,SAUTRON,44880,44
5466,23 RUE DE BRETAGNE,Sautron,44880,44
5467,25 Boulevard Jean Jaurès,ORLéANS,45000,45
5468,88 Rue du Faubourg Madeleine,ORLEANS,45000,45
5469,"21, boulevard Stuart",ORLEANS,45000,45
5470,44 QUAI BARENTIN,ORLEANS,45000,45
5471,25 BOULEVARD JEAN JAURES,ORLEANS,45000,45
5472,Route d'Olivet,Orléans,45100,45
5473,32 Avenue de la Bolière,Orléans,45100,45
5474,43/45 Avenue de Saint-Mesmin,ORLéANS,45100,45
5475,32 Avenue de la Bolière,ORLEANS,45100,45
5476,39 AV .J.F.KENNEDY,ORLEANS LA SOURCE,45100,45
5477,Avenue du Gâtinais,Châteauneuf-sur-Loire,45110,45
5478,101 Route d'Orléans,Châteauneuf-sur-Loire,45110,45
5479,17 Avenue du Général Leclerc,CHâLETTE-SUR-LOING,45120,45
5480,RUE DU 23 AOUT 1944,CHâLETTE-SUR-LOING,45120,45
5481,2 Rue Marcel Paul,CHâLETTE-SUR-LOING,45120,45
5482,2 avenue du Général Leclerc,CHALETTE SUR LOING,45120,45
5483,17 avenue du Général Leclerc,Châlette-sur-Loing,45120,45
5484,2 rue marcel paul,Chalette sur loing,45120,45
5485,3 Rue du Général de Gaulle,MEUNG-SUR-LOIRE,45130,45
5486,L'Aquitaine,Messas,45130,45
5487,ROUTE NATIONALE 152,BAULE,45130,45
5488,51 Route d'Aunay,Meung-sur-Loire,45130,45
5489,Avenue Pierre Mendes France,SAINT-JEAN-DE-LA-RUELLE,45140,45
5490,20 Rue Charles Beauhaire,SAINT-JEAN-DE-LA-RUELLE,45140,45
5491,RUE DU VAL D'ORLEANS,INGRé,45140,45
5492,20 RUE CHARLES BEAUHAIRE,ST JEAN DE LA RUELLE,45140,45
5493,"5, Avenue du Général de Gaulle",Jargeau,45150,45
5494, Rue de Puiseaux,DARVOY,45150,45
5495,600 AVENUE DE VERDUN,OLIVET,45160,45
5496,181 Rue d'Artois,OLIVET,45160,45
5497,3091 Rue Marcel Belot,OLIVET,45160,45
5498,RN 20 AVENUE DE SOLOGNE,Olivet,45160,45
5499,3091 RUE MARCEL BELOT/RN 20,OLIVET,45160,45
5500,ROUTE DE CHILLEURS,NEUVILLE-AUX-BOIS,45170,45
5501,ROUTE ST GERMAIN,NEUVILLE-AUX-BOIS,45170,45
5502,63 rue Saint Germain,Neuville-aux-Bois,45170,45
5503,11 Grande Rue,CHILLEURS-AUX-BOIS,45170,45
5504,RN 152 ZI DE TAVERS,Tavers,45190,45
5505,AUT A 10  AIRE DE BEAUGENCY,MESSAS,45190,45
5506,RN 152 Tavers,BEAUGENCY,45190,45
5507,Route de Blois,Tavers,45190,45
5508,18 Rue Nationale,BEAUGENCY,45190,45
5509,Avenue d'Orléans,Beaugency,45190,45
5510,SENS TOURS ORLEANS,MESSAS,45190,45
5511,SENS ORLEANS TOURS,MESSAS,45190,45
5512,Avenue d'Antibes,Amilly,45200,45
5513,7 Route de la Gare,Solterre,45200,45
5514,RUE DE LA MERE DIEU,AMILLY,45200,45
5515,"1094, avenue d'Antibes",Amilly,45200,45
5516,RUE DES BRUYERES,AMILLY,45200,45
5517,RN 7 LA COMMODITE,SOLTERRE,45200,45
5518,ROUTE DU BIGNON,FERRIèRES-EN-GâTINAIS,45210,45
5519,LES STATIONS RN 7,Fontenay-sur-Loing,45210,45
5520,284 Avenue des Martyrs de la Résistance,CHATEAU-RENARD,45210,45
5521,RN 60,LA SELLE-EN-HERMOY,45210,45
5522,ROUTE DU BIGNON,FERRIèRES-EN-GâTINAIS,45210,45
5523,Allée de la Gravière,CHATEAU RENARD,45220,45
5524,Route de Montargis,CHâTILLON-COLIGNY,45230,45
5525,RUE DES PRES FLEURIS,LA FERTé-SAINT-AUBIN,45240,45
5526,122 Rue du Général Leclerc,La Ferté-Saint-Aubin,45240,45
5527,Route d'Ousson,BRIARE,45250,45
5528,Rue du Marchais Balnault,Briare,45250,45
5529,TERRES DU MARCHAIS BARNAULT,BRIARE,45250,45
5530,ROUTE D'ORLEANS,Lorris,45260,45
5531,ZI ROUTE NATIONALE 60,Bellegarde,45270,45
5532,200 ROUTE DE BELLEGARDE,LADON,45270,45
5533,rue raymond picault,Nogent-sur-Vernisson,45290,45
5534,AIRE DU JARDIN DES ARBRES,Varennes-Changy,45290,45
5535,Carrefour de la GROUE,DADONVILLE,45300,45
5536,53 Route d'Orléans,LA CHAPELLE ST MESMI,45300,45
5537,Avenue du 11 Novembre,PITHIVIERS,45300,45
5538,Avenue du 11 Novembre 1918,PITHIVIERS,45300,45
5539,ZAC DE MORAILLES,Pithiviers-le-Vieil,45300,45
5540,3 Rue des Beaumonts,Patay,45310,45
5541,ROUTE DE SENS,COURTENAY,45320,45
5542,4 route de Sens,Courtenay,45320,45
5543,RUE DES PATUREAUX,Courtenay,45320,45
5544,17 Rue Adolphe Cochery,Malesherbes,45330,45
5545,35 rue du general patton,MALESHERBES,45330,45
5546,21 rue de Vauluizard,MALESHERBES,45330,45
5547, Rue de Vauluizard,MALESHERBES,45330,45
5548,Route de Boiscommun,BEAUNE-LA-ROLANDE,45340,45
5549,"51, RTE DE CHAMBON",NIBELLE,45340,45
5550,A19 AIRE DU LOIRET,Beaune-la-Rolande,45340,45
5551,Route de Beaulieu,Châtillon-sur-Loire,45360,45
5552,Route de Blois,CLéRY-SAINT-ANDRé,45370,45
5553,19 Route de Blois,LA CHAPELLE-SAINT-MESMIN,45380,45
5554,1 rue de la Garenne,Puiseaux,45390,45
5555,CENTRE COMMERCIAL DE LAMBALLE,FLEURY-LES-AUBRAIS,45400,45
5556,198 Rue Marcellin Berthelot,FLEURY-LES-AUBRAIS,45400,45
5557,119 Rue André Dessaux,FLEURY-LES-AUBRAIS,45400,45
5558,Rue de Montaran,FLEURY-LES-AUBRAIS,45400,45
5559,19 Rue Louis Labonne,FLEURY-LES-AUBRAIS,45400,45
5560,119 AV ANDRE DESSAUX RN 20,FLEURY LES AUBRAIS,45400,45
5561,ZA AUTROCHE SORTIE AUTOROUTE,ARTENAY,45410,45
5562,56 FAUBOURG DE LA VILLENEUVE,Bonny-sur-Loire,45420,45
5563,ZI LA CHAMPAGNE,BONNY-SUR-LOIRE,45420,45
5564,RN 60,MARDIE,45430,45
5565,RN E 60,MARDIé,45430,45
5566,131 Avenue d'Orléans,Chécy,45430,45
5567,Rond-Point de la Guignardière,Chécy,45430,45
5568,route départementale 94,Corbeilles,45430,45
5569,ROUTE NATIONALE 60,MARDIE,45430,45
5570,69 Rue de l'Enfer,Fay-aux-Loges,45450,45
5571,69 rue de l'enfer,FAY AUX LOGES,45450,45
5572,ROUTE DE SOLOGNE,BONNéE,45460,45
5573, Route de Sully,BONNéE,45460,45
5574,AVENUE DU LION D'OR,LOURY,45470,45
5575,Rue de la Fabrique,GIEN,45500,45
5576,CHEMIN DES ALLIX,GIEN,45500,45
5577,94 Avenue du Président Wilson,Gien,45500,45
5578,91 Route d'Orléans,GIEN,45500,45
5579,Rue du 11 Novembre,POILLY-LEZ-GIEN,45500,45
5580, Rue de la Bosserie,GIEN,45500,45
5581,94 AVENUE PRESIDENT WILSON,GIEN,45500,45
5582, Route de Tigy,VIENNE-EN-VAL,45510,45
5583,AUTOROUTE A 10,GIDY,45520,45
5584,AUTOROUTE A10 - AIRE D'ORLÉANS-SARAN,GIDY,45520,45
5585,A10 AIRE ORLEANS GIDY,GIDY,45520,45
5586,3 rue de la Borde,Saint-Denis-de-l'Hôtel,45550,45
5587,8 avenue du Stade,ST DENIS DE L'HOTEL,45550,45
5588,RUE DU CHALET,Saint-Denis-en-Val,45560,45
5589,514 ROUTE D'ORLEANS,Ouzouer-sur-Loire,45570,45
5590,RUE DE SAVOIE,SAINT-PèRE-SUR-LOIRE,45600,45
5591,Route de Jargeau,SANDILLON,45640,45
5592, Route de Saint-Cyr-en-Val,SAINT-JEAN-LE-BLANC,45650,45
5593,RUE DE CHATEAU LANDON,Dordives,45680,45
5594,RUE DE PARIS,Dordives,45680,45
5595,RN 60 - PLATEVILLE,Villemandeur,45700,45
5596,ZAC de la Baraudière,Villemandeur,45700,45
5597,32 BIS AVENUE DE LA LIBERATION,VILLEMANDEUR,45700,45
5598,3 Chemin de la Sablonnière,Coullons,45720,45
5599,315 Route de Saint-Mesmin,SAINT-PRYVé-SAINT-MESMIN,45750,45
5600,2601 Ancienne Route de Chartres,Saran,45770,45
5601, Rue Louis Aragon,SARAN,45770,45
5602,Avenue Charles Péguy,Saint-Jean-de-Braye,45800,45
5603,RUE DE LA MAIRIE,SAINT-JEAN- DE-BRAYE,45800,45
5604,58 Avenue de Verdun,Saint-Jean-de-Braye,45800,45
5605,11 Avenue du Général Leclerc,Saint-Jean-de-Braye,45800,45
5606,58 Avenue de Verdun,SAINT-JEAN-DE-BRAYE,45800,45
5607,AVENUE DU GENERAL LECLERC,ST JEAN DE BRAYE,45800,45
5608,Route de TOULOUSE,Cahors,46000,46
5609,RTE DE TOULOUSE,CAHORS,46000,46
5610,REGOURD RD.911,Cahors,46000,46
5611,Avenue Edouard Herriot,CAHORS,46000,46
5612,Avenue Maryse Bastié,Cahors,46000,46
5613, Combe du Paysan,Cahors,46000,46
5614,1 Allée des THUYAS,CAHORS,46000,46
5615,43 Avenue du 7ème R.I.,Cahors,46000,46
5616,114 RTE DE TOULOUSE,CAHORS,46000,46
5617,RN.653 LAMAGDELEINE,CAHORS,46090,46
5618,Route de Luzech,CAHORS,46090,46
5619,318 ROUTE DE CAHORS,LAMAGDELAINE,46090,46
5620,RD 811,ESPERE,46090,46
5621,Le Couquet CAPDENAC LE HAUT,FIGEAC,46100,46
5622,15 Avenue Georges Pompidou,FIGEAC,46100,46
5623,4 Avenue du Général de Gaulle,Figeac,46100,46
5624,15 rue Saint Georges,Figeac,46100,46
5625,5 Avenue du Général de Gaulle,Figeac,46100,46
5626, Rue de Turenne,LES QUATRE ROUTES DU LOT,46110,46
5627,"189, avenue de Saint Céré",VAYRAC,46110,46
5628,Route de Saint Cere,Vayrac,46110,46
5629,STATION SERVICE TOTAL - CD 940,LACAPELLE-MARIVAL,46120,46
5630,AVENUE DE LA REPUBLIQUE,BIARS-SUR-CERE,46130,46
5631,LIEU DIT LA BERGERIE SUD - ROUTE DE CAHORS,LUZECH,46140,46
5632,Caunézil,Parnac,46140,46
5633,PLACE DU FOIRAIL,Cajarc,46160,46
5634,230 avenue Germain Canet,CAJARC,46160,46
5635,Avenue du Général de Gaulle,Souillac,46200,46
5636,Rue des Aubugues,Souillac,46200,46
5637,Avenue de Verdun,SOUILLAC,46200,46
5638,37 Avenue du Maréchal Bessières,Prayssac,46220,46
5639,ROUTE DE FUMEL,PRAYSSAC,46220,46
5640, Chemin des Gaulies,PRAYSSAC,46220,46
5641,route de cahors,LALBENQUE,46230,46
5642,Route de Gramat,LABASTIDE-MURAT,46240,46
5643,Autoroute A20,LABASTIDE-MURAT,46240,46
5644,309 AVENUE DE CAHORS,LIMOGNE-EN-QUERCY,46260,46
5645,ROUTE D'AURILLAC,BAGNAC-SUR-CéLé,46270,46
5646,ROUTE DE FUMEL,Gourdon,46300,46
5647,Route de Fumel,GOURDON,46300,46
5648,AVENUE GAMBETTA,Gourdon,46300,46
5649,Route de Salviac,GOURDON,46300,46
5650,Boulevard de la Madeleine,GOURDON,46300,46
5651,9 boulevard de la Madeleine,Gourdon,46300,46
5652,ZA LES MILLEPOISES,LE VIGAN,46300,46
5653,RN 20 - Le bourg,Payrac,46350,46
5654,le bourg avenue de toulouse,PAYRAC,46350,46
5655,401 Avenue Anatole de Monzie,Saint-Céré,46400,46
5656,1125 avenue Charles de Gaulle,SAINT-LAURENT-LES-TOURS,46400,46
5657,CD 940,Lacapelle-Marival,46420,46
5658,ROUTE DE ST CERE,Gramat,46500,46
5659,1 Rue Louis Fajolles,GRAMAT,46500,46
5660,route de Brive,Gramat,46500,46
5661,AUTOROUTE A 20,Cressensac,46600,46
5662,Avenue de Souillac,Martel,46600,46
5663,Le Bourg - RN 20,CRESSENSAC,46600,46
5664,AIRE DE PECH MONTAT BI-TRAFIC,CRESSENSAC,46600,46
5665,Lieu-dit Le Bois Grand,Puy-l'Évêque,46700,46
5666,Avenue de Saint-Jean,Montcuq,46800,46
5667,Lieu-dit le moulin de Pleysse,Montcuq,46800,46
5668,ST SULPICE,VILLENEUVE-SUR-LOT,47000,47
5669,ZAC AGEN SUD,AGEN,47000,47
5670,112 Avenue Henri Barbusse,Agen,47000,47
5671,530 AVENUE LEON BLUM,AGEN,47000,47
5672,131 Av. Jean Jaurés,AGEN,47000,47
5673,Route de Bordeaux,LE TEMPLE-SUR-LOT,47110,47
5674,ROUTE DE SAINTE FOY LA GRANDE,DURAS,47120,47
5675,rte Nationale 708,Duras,47120,47
5676,D 813,PORT-SAINTE-MARIE,47130,47
5677,Route de Villeneuve,SAINTE-LIVRADE-SUR-LOT,47140,47
5678,Avenue de la Myre Mory,SAINT-SYLVESTRE-SUR-LOT,47140,47
5679,Route de Villeneuve,MONFLANQUIN,47150,47
5680,Bassin du Canal,Damazan,47160,47
5681,Avenue Georges Cassagnabere,Mézin,47170,47
5682,lieu dit Beylard RD 813,Sainte-Bazeille,47180,47
5683,Rue Anatole France,AIGUILLON,47190,47
5684,ROUTE DE PERIGUEUX,Marmande,47200,47
5685,PONT DES SABLES,Marmande,47200,47
5686, Route de Bordeaux,MARMANDE,47200,47
5687,RTE DE MIRAMONT,Marmande,47200,47
5688,Route de Bordeaux,MARMANDE,47200,47
5689, Avenue Hubert Ruffe,MARMANDE,47200,47
5690,22 Avenue Paul Gabarra,MARMANDE,47200,47
5691,Lieu dit MILHAN,VIRAZEIL,47200,47
5692,118 Avenue Jean Jaurès,Marmande,47200,47
5693,Route de Dévillac,Villeréal,47210,47
5694,Au Caillou,Villeréal,47210,47
5695,Lieu-dit La Garenne,Fals,47220,47
5696, Lotissement la Tuine,ASTAFFORT,47220,47
5697,Route de Nérac,Lavardac,47230,47
5698,RN 113,BON-ENCONTRE,47240,47
5699,Redon Lieu-dit Mon Repos - RN 113,Bon-Encontre,47240,47
5700,ROUTE NATIONALE 21,Cancon,47290,47
5701,Route de Bordeaux,BIAS,47300,47
5702,224 Route de Bordeaux,BIAS,47300,47
5703,Route de Fumel,Villeneuve-sur-Lot,47300,47
5704,Soubirous RN 21,VILLENEUVE-SUR-LOT,47300,47
5705,Route d'Agen,VILLENEUVE-SUR-LOT,47300,47
5706,A 62 - AIRE D AGEN PORTE D AQUIT,STE COLOMBE,47310,47
5707,45 Route d'Agen,Estillac,47310,47
5708,Place du 8 Mai 1945,ROQUEFORT,47310,47
5709,15 Route d'Agen,Laplume,47310,47
5710,AUTOROUTE A62 - AIRE AGEN PORTE D'AQUITAINE NORD,LAPLUME,47310,47
5711,19 Rue Saffin,Clairac,47320,47
5712, Quai Gambetta,CLAIRAC,47320,47
5713,le Pesquier,BOURRAN,47320,47
5714,RN 21 - MONPLAISIR,CASTILLONNES,47330,47
5715,1 rue BELJOUAN,LAROQUE TIMBAUT,47340,47
5716,LE BOURG,PRAYSSAS,47360,47
5717,BOUHEBALLE,LAYRAC,47390,47
5718,Avenue Pierre Mendès France,Tonneins,47400,47
5719,Avenue Pierre Mendes France,TONNEINS,47400,47
5720,Avenue Beauregard,TONNEINS,47400,47
5721,RUE MENDES FRANCE,TONNEINS,47400,47
5722,Lieu-dit Saint-Étienne,Lauzun,47410,47
5723,A62 AIRE DU MAS D'AGENAIS,Le Mas-d'Agenais,47430,47
5724,LA RIGALE,CASSENEUIL,47440,47
5725,70 route de bibes,Colayrac-Saint-Cirq,47450,47
5726,246 AVENUE DE LA LIBERATION,COLAYRAC SAINT CIRQ,47450,47
5727,MOULIN DE MALERE RD.656,Pont-du-Casse,47480,47
5728,LIEUDIT LE BOURG C.C.,Pont-du-Casse,47480,47
5729,Route de Périgueux,FUMEL,47500,47
5730,ZA Les portes du Quercy,MONTAYRAL,47500,47
5731,Avenue de Ladhuie,Montayral,47500,47
5732,21 Avenue du Caoulet,Foulayronnes,47510,47
5733,Lamaurinette RN 21,Foulayronnes,47510,47
5734,La Demi Lune,LE PASSAGE,47520,47
5735,La Ville,LE PASSAGE,47520,47
5736,Route de Layrac,Boé,47550,47
5737,Avenue du Docteur Jean-Noguès,BOé,47550,47
5738,1500 Avenue du Docteur Jean-Noguès,BOé,47550,47
5739,RN 113,Boé,47550,47
5740,1360 Avenue du Docteur Jean-Noguès,Boé,47550,47
5741,RTE DE TOULOUSE RN 113,BOE,47550,47
5742,ZI LABARRE,NéRAC,47600,47
5743,Route de Lavardac,Nérac,47600,47
5744,34 Av. Georges Clémenceau,Nérac,47600,47
5745,"9, Avenue du 8 mai 1945",Casteljaloux,47700,47
5746,Avenue de Marmande,Casteljaloux,47700,47
5747,Au Rébéquet,Saint-Pardoux-Isaac,47800,47
5748, Avenue Alfred Court,MIRAMONT-DE-GUYENNE,47800,47
5749,12 place Martignac,Miramont-de-Guyenne,47800,47
5750,ZAC DE RAMILLES,MENDE,48000,48
5751,14 AVENUE FOCH,MENDE,48000,48
5752,AV DU PERE COUDRIN,Mende,48000,48
5753,14 AVENUE FOCH,MENDE,48000,48
5754,38 AVENUE THEOPHILE ROUSSEL,MARVEJOLS,48100,48
5755,1 PLACE OCTROI,Marvejols,48100,48
5756,PLACE DES CORDELIERS,Marvejols,48100,48
5757, Avenue Théophile Roussel,MARVEJOLS,48100,48
5758,LA GARE,LE MONASTIER PIN-MORIES,48100,48
5759,Avenue de la Méridienne,AUMONT-AUBRAC,48130,48
5760,Avenue de Saugues,LE MALZIEU-VILLE,48140,48
5761,Route de Mende,Meyrueis,48150,48
5762,Route de MENDE,Meyrueis,48150,48
5763,Lieu-Dit l'Habitarelle,Châteauneuf-de-Randon,48170,48
5764, Rue de la Campanade,LE BLEYMARD,48190,48
5765,AVENUE PIGNIDE,Saint-Chély-d'Apcher,48200,48
5766,A75 - aire de la Lozère - échangeur 32 - La Garde,ALBARET-SAINTE-MARIE,48200,48
5767,41 Boulevard Guérin d'Apcher,Saint-Chély-d'Apcher,48200,48
5768,Route du Malzieu,Saint-Chély-d'Apcher,48200,48
5769,Boulevard Guérin d'Apcher,SAINT-CHéLY-D'APCHER,48200,48
5770,AUTOROUTE A75 AIRE DE LA LOZERE - LA GARDE,Albaret-Sainte-Marie,48200,48
5771,Lieudit La Garde D809,Albaret-Sainte-Marie,48200,48
5772,AV DE LA GARE,Chanac,48230,48
5773,Quartier du Pont d'Allier,Langogne,48300,48
5774,Avenue Jean Moulin,Langogne,48300,48
5775,Avenue Foch,LANGOGNE,48300,48
5776,AV. MARECHAL FOCH,LANGOGNE,48300,48
5777,Route de Saint Juery,Fournels,48310,48
5778,65 AVENUE JEAN MONESTIER,Florac,48400,48
5779,"ZA FLORAC, route de Mende",FLORAC,48400,48
5780,36 quartier de la croisette,FLORAC,48400,48
5781,"2 rue du Vibron, ZAE Saint Julien du Gourg",Florac,48400,48
5782,Banassac,La Canourgue,48500,48
5783,Avenue du Lot,BANASSAC,48500,48
5784,Route de Saint-Chély,Grandrieu,48600,48
5785,Route de Grandieu,CHAMBON-LE-CHâTEAU,48600,48
5786,ROUTE DE ST CHELY,Grandrieu,48600,48
5787,RD806,Rieutort-de-Randon,48700,48
5788,Avenue des Cevennes,VILLEFORT,48800,48
5789,Rue du Grand Montrejeau,ANGERS,49000,49
5790,RUE DU GRAND LAUNAY,ANGERS,49000,49
5791,17 Quai Félix Faure,Angers,49000,49
5792,5 Place du Docteur Bichon,Angers,49000,49
5793,Boulevard Charles Barangé,ANGERS,49000,49
5794,Boulevard Charles Barangé,Angers,49000,49
5795,55 Boulevard Jacques Millot,Angers,49000,49
5796,170 Rue de Letanduère,ANGERS,49000,49
5797, Rue Michel Seurat,ANGERS,49000,49
5798,170 RUE LETANDUERE,ANGERS,49000,49
5799,BD CH.BARANGE,ANGERS,49000,49
5800,BD CHARLES BARANGE,ANGERS,49000,49
5801,3 Boulevard Gaston Ramon,ANGERS,49003,49
5802,RD 323 - ZI NORD Dir. Nantes,49070 BEAUCOUZé,49070,49
5803,RD 323,BEAUCOUZE,49070,49
5804,RUE DU BOURG DE PAILLE,BEAUCOUZE,49070,49
5805,54 Rue de la Liberté,49070 ST JEAN DE LINIERES,49070,49
5806,RD 323,BEAUCOUZE,49070,49
5807,RD 323 - DIRECTION ANGERS,BEAUCOUZE,49070,49
5808,BD HENRI DUNANT,ANGERS,49100,49
5809,Boulevard Albert Camus,ANGERS,49100,49
5810,BD HENRI DUNANT,ANGERS,49100,49
5811,LES QUATRE ROUTES,Saint-Pierre-Montlimart,49110,49
5812,Avenue de l'Èvre,Saint-Pierre-Montlimart,49110,49
5813,LES 4 ROUTES,ST PIERRE MONTLIMART,49110,49
5814,23 Route Nationale,PELLOUAILLES-LES-VIGNES,49112,49
5815,PARC COMMERCIAL DU CHALET,CHEMILLE,49120,49
5816,PARC D ACTIVITE DES 3 ROUTES,CHEMILLE,49120,49
5817,Zac de la Contrie,LE MAY-SUR-ÈVRE,49122,49
5818,RUE DE LA RIOTTIERRE,INGRANDES-SUR-LOIRE,49123,49
5819,360 RUE HAUTE DES BANCHAIS,SAINT BARTHéLéMY D'ANJOU,49124,49
5820,9 rue de Verdun,St Barthélemy d'Anjou,49124,49
5821,6 PLACE DE COUBERTIN,Tiercé,49125,49
5822,Rue des maisons rouges,LES PONTS-DE-Cé,49130,49
5823,Lieu-dit L'Aurore,Corzé,49140,49
5824,11 Rue du Vieux Port,SOUCELLES,49140,49
5825,Avenue d'Angers,Baugé,49150,49
5826,RUE FOULQUES NERRA,BAUGé,49150,49
5827,ROUTE DE SAUMUR,LONGUé-JUMELLES,49160,49
5828,AUT A 85  AIRE DE LA COUAILLE,Longué-Jumelles,49160,49
5829,AUT A 85  AIRE LES COSSONIERES,Longué-Jumelles,49160,49
5830,ZAC DES FOUGERES,SAINT-GEORGES-SUR-LOIRE,49170,49
5831,zac de la grée,grez neuville,49220,49
5832,30 ter Avenue Pierre Mendès France,AVRILLÉ,49240,49
5833,Z.I. Croix Cadeau 6 Route Nationale 162,AVRILLé,49240,49
5834,ZAC Actival,Beaufort-en-Vallée,49250,49
5835, Rue Estienvrin,MONTREUIL-BELLAY,49260,49
5836,162 bd Pasteur,MONTREUIL-BELLAY,49260,49
5837,18 Rue de Vendée,CHAMPTOCEAUX,49270,49
5838,38 Avenue de Nantes,LA SéGUINIèRE,49280,49
5839,place La Poste,LA TESSOUALLE,49280,49
5840,PLACE DU LAYON,CHALONNES-SUR-LOIRE,49290,49
5841,Route de Chemillé,CHALONNES-SUR-LOIRE,49290,49
5842,Avenue des Sables,Cholet,49300,49
5843,Boulevard de Touraine,CHOLET,49300,49
5844,-27 Avenue MICHELET,Cholet,49300,49
5845,7 AV FRANCIS BOUET,Cholet,49300,49
5846,rue Anjou,Cholet,49300,49
5847,Avenue de l'Europe,CHOLET,49300,49
5848,65 Boulevard Delhumeau-Plessis,Cholet,49300,49
5849,2 Rue Nationale,LE PUY SAINT BONNET,49300,49
5850, Rue Sadi Carnot,CHOLET,49300,49
5851,Avenue Francis Bouet,CHOLET,49300,49
5852,85 RUE SADI CARNOT,CHOLET,49300,49
5853,BOULEVARD DE TOURAINE ZIL,CHOLET,49300,49
5854,"1, Avenue du Maréchal Koenig",Cholet,49306,49
5855,centre commercial les courtils,VIHIERS,49310,49
5856,PARC D'ACTIVITE DES FONTENELLES,Brissac-Quincé,49320,49
5857,MA CAMPAGNE,Châteauneuf-sur-Sarthe,49330,49
5858,AIRE DE TREMENTINES A87,TREMENTINES,49340,49
5859,CLOS DE LA MAGDELAINE,Gennes,49350,49
5860,41 AVENUE DU GENERAL DE GAULLE,MAULéVRIER,49360,49
5861,boulevard edouard colbert,MAULéVRIER,49360,49
5862,3 ROUTE DE ST CLEMENT,BéCON-LES-GRANITS,49370,49
5863,Rue d'Angers,LE LOUROUX-BéCONNAIS,49370,49
5864,2 BD DE LA REPUBLIQUE,Thouarcé,49380,49
5865,ROUTE DE VERNANTES,Vernoil-le-Fourrier,49390,49
5866,BD.DE LA MARNE,SAUMUR,49400,49
5867,Boulevard du Maréchal Juin,SAUMUR,49400,49
5868,ZI EcoparcSaint Lambert des Levées,SAUMUR,49400,49
5869,90 Rue de Rouen,SAUMUR,49400,49
5870,ZAC DU CHAMP BLANCHARD RUE DE L'AVENIR,DISTRE,49400,49
5871,BOULEVARD DE LA MARNE,SAUMUR,49400,49
5872,zi de la chevallerie,Saint-Florent-le-Vieil,49410,49
5873,51 Boulevard Mal de Lattre-de-Tassigny,Saumur,49412,49
5874,Avenue du Général de Gaulle,Pouancé,49420,49
5875,AVENUE DU GENERAL DE GAULLE,POUANCé,49420,49
5876,"13, RUE DES FRÈRES LUMIERES",DURTAL,49430,49
5877,PORTE DE NORMANDIE,Candé,49440,49
5878,ZC LES ALOUETTES,SAINT-MACAIRE-EN-MAUGES,49450,49
5879,76 RUE CHOLETAISE,Saint-Macaire-en-Mauges,49450,49
5880,1 rue Louis Braille,Saint-André-de-la-Marche,49450,49
5881,30 rue des chevalliers de malte,Villedieu-la-Blouère,49450,49
5882,76 Rue Choletaise,Saint-Macaire-en-Mauges,49450,49
5883,Rue du 11 Novembre 1918,ÉCUEILLé,49460,49
5884,LA MAISON BLANCHE,Saint-Sylvain-d'Anjou,49480,49
5885,A 11 - AIRE DES PORTES D'ANGERS,Saint-Sylvain-d'Anjou,49480,49
5886,A 11 LES PORTES D'ANGERS SUD,SAINT-SYLVAIN-D'ANJOU,49480,49
5887,A 11 LES PORTES D'ANGERS SUD,Saint-Sylvain-d'Anjou,49480,49
5888,AUTOROUTE A11 - AIRE PORTES D'ANGERS NORD,ST SYLVAIN D'ANJOU,49480,49
5889,AIRE DES PORTES D'ANGERS NORD A11,Saint-Sylvain-d'Anjou,49480,49
5890,80 Boulevard Paul Derré,NOYANT,49490,49
5891,Route de Laval,SEGRé,49500,49
5892,RUE DU 8 MAI 1945,STE GEMMES D'ANDIGNE,49500,49
5893,ZA de L'Ebeaupinière,Sainte-Gemmes-d'Andigné,49500,49
5894,RUE SAINT JEAN,JALLAIS,49510,49
5895,1 RUE DU VAL DE LOIRE,Liré,49530,49
5896,rue d'anjou,Martigné-Briand,49540,49
5897,24 RUE D'ANJOU,MONTJEAN SUR LOIRE,49570,49
5898,LE PLANTY,BEAUPRéAU,49600,49
5899,SAINTE GENEVIEVE,GESTé,49600,49
5900,Rue Sainte Anne,Beaupréau,49600,49
5901,26 rue Valentin des Ormeaux,MûRS-ERIGNé,49610,49
5902,55 Rue des Mauges,La Pommeraye,49620,49
5903,5 RN 147,MAZé,49630,49
5904,Les Hautes Chaîntres,MAZé,49630,49
5905,25 Rue Albert Pottier,Allonnes,49650,49
5906,BOULEVARD DU DOCTEUR LIONET,Doué-la-Fontaine,49700,49
5907,19 RUE DES FONTAINES,DOUé-LA-FONTAINE,49700,49
5908,Route de Saumur,DOUé-LA-FONTAINE,49700,49
5909, Grande Rue,ANDARD,49800,49
