,Adresse,City,E10,Gazole,Postal_Code,SP95,SP98,iD
2591,Avenue Georges Pompidou,Montpon-Ménestérol,Not available,"1,232",24700,"1,353","1,392",24
2592,allée Jacques Duclos,BOULAZAC,"1,329","1,234",24750,"1,375","1,412",24
2593,Route de Limoges,TRéLISSAC,"1,329","1,239",24750,"1,379","1,414",24
2594,avenue Georges Pompidou,Trélissac,"1,329","1,239",24750,Not available,"1,419",24
2595,32 avenue Charles de GAULLE,THIVIERS,Not available,"1,253",24800,"1,358","1,396",24
2596,Route de Nontron,THIVIERS,Not available,"1,254",24800,"1,408","1,435",24
2597,5 Route de Gray,Besançon,Not available,"1,280",25000,"1,430",Not available,25
2598,58 Faubourg Rivotte,BESANçON,Not available,Not available,25000,Not available,Not available,25
2599,CHATEAUFARINE,BESANçON,Not available,Not available,25000,Not available,Not available,25
2600,2 rue de Vesoul,BESANCON,Not available,Not available,25000,Not available,Not available,25
2601,17 Rue de l'Amitié,Besançon,"1,349","1,229",25000,"1,389","1,429",25
2602,50 Boulevard Léon Blum,Besançon,"1,359","1,231",25000,Not available,"1,438",25
2603,110 Rue de Dole,BESANçON,Not available,"1,249",25000,"1,419","1,469",25
2604,8 Place René Cassin,Besançon,Not available,"1,248",25000,"1,373","1,408",25
2605,"9, Avenue du Maréchal Foch",BESANçON,Not available,Not available,25000,Not available,Not available,25
2606,1 Rue Berthelot,BESANçON,Not available,"1,239",25000,Not available,Not available,25
2607,80 Rue de Vesoul,BESANçON,Not available,"1,299",25000,"1,449","1,489",25
2608,RN 73,CHEMAUDIN,"1,420","1,310",25000,Not available,"1,530",25
2609,60 rue de belfort,BESANCON,Not available,"1,299",25000,"1,429","1,476",25
2610,2 RUE DE VESOUL,BESANCON,"1,414","1,308",25000,Not available,"1,524",25
2611,CHÂTEAU FARINE,BESANCON,Not available,Not available,25000,Not available,Not available,25
2612,1 chemin Voie des Agasses,Chalezeule,Not available,"1,228",25022,"1,389","1,429",25
2613,Rue de Dole,BESANçON,"1,355","1,235",25057,"1,315","1,435",25
2614,2 Avenue du Général Leclerc,BAUME-LES-DAMES,Not available,"1,330",25110,"1,450",Not available,25
2615,12 Rue de Mi-Cour,BAUME-LES-DAMES,"1,319","1,225",25110,"1,375","1,409",25
2616,58 Avenue Kennedy,Baume-les-Dames,Not available,"1,250",25110,"1,380","1,410",25
2617,24 Rue Ernest Nicolas,BAUME-LES-DAMES,"1,310","1,215",25110,"1,367",Not available,25
2618,Z.A. les Salines,Pouilley-les-Vignes,Not available,"1,223",25115,"1,379","1,419",25
2619,place du 8 mai 45,MAîCHE,"1,329","1,259",25120,"1,379",Not available,25
2620,Rue du Jura,MAICHE,"1,329","1,259",25120,"1,379",Not available,25
2621,Rue Pierre Perçot,VILLERS-LE-LAC,Not available,"1,245",25130,"1,379","1,429",25
2622,26 Rue des Bouleaux,Pont-de-Roide,"1,310","1,218",25150,"1,358","1,393",25
2623,aire ecot,ECOT,"1,474","1,394",25150,Not available,"1,554",25
2624,59 Rue de Montbéliard,PONT-DE-ROIDE,Not available,"1,312",25150,"1,455",Not available,25
2625,ROUTE DE BETHONCOURT,Montbéliard,"1,329","1,214",25200,"1,379","1,419",25
2626,16 Avenue d'Helvétie,Montbéliard,"1,307","1,229",25200,Not available,"1,399",25
2627,119 faubourg de besançon,MONTBéLIARD,Not available,"1,224",25200,"1,338","1,429",25
2628,LE PIED DES GOUTTES,MONTBéLIARD,"1,302","1,214",25200,"1,338","1,382",25
2629,"19, rue Champ Moulin",Bethoncourt,Not available,"1,229",25200,"1,379","1,419",25
2630,Avenue du Maréchal de Lattre de Tassigny,LE RUSSEY,"1,419","1,309",25210,Not available,Not available,25
2631,LES RONDEYS,LE RUSSEY,Not available,"1,255",25210,"1,365","1,425",25
2632,RN 73,CHALEZEULE,Not available,"1,299",25220,"1,439","1,489",25
2633,Zone Artisanale des Prés Chalots,ROCHE LEZ BEAUPRE,"1,349","1,223",25220,"1,389","1,429",25
2634,28 Avenue du Général Leclerc,Seloncourt,"1,302","1,228",25230,Not available,"1,391",25
2635,32 RUE DE LA VAREE,MOUTHE,Not available,"1,261",25240,"1,399","1,414",25
2636,Avenue Foch,L'ISLE-SUR-LE-DOUBS,"1,325","1,224",25250,Not available,"1,413",25
2637,ROUTE DE PONTARLIER,LEVIER,Not available,"1,245",25270,"1,396","1,428",25
2638,2 rue de cantley,ORNANS,Not available,"1,259",25290,"1,395","1,406",25
2639,21 AVENUE DE LATTRE DE TASSIGNY,ORNANS,Not available,"1,299",25290,"1,439","1,489",25
2640,66 Rue de Salins,PONTARLIER,"1,309","1,225",25300,"1,349",Not available,25
2641,1 Rue de la Fée Verte,Pontarlier,Not available,"1,314",25300,"1,452",Not available,25
2642,Rue de Besançon,Doubs,Not available,"1,219",25300,"1,359","1,389",25
2643,route de dijon,HOUTAUD,"1,303","1,218",25300,"1,344","1,388",25
2644,Rue Pierre Déchanet,PONTARLIER,Not available,"1,220",25300,Not available,Not available,25
2645,18 Avenue de l'Armée de l'Est,Pontarlier,Not available,"1,299",25300,"1,439","1,489",25
2646,2 RUE DU CENTRE,MONTFERRAND-LE-CHâTEAU,Not available,"1,249",25320,"1,389","1,429",25
2647,RN73,CHEMAUDIN,Not available,Not available,25320,Not available,Not available,25
2648,13 GRANDE RUE,AMANCEY,Not available,"1,267",25330,"1,398","1,426",25
2649,3 Rue de la Porte des Noyes,CLERVAL,Not available,"1,329",25340,"1,439","1,489",25
2650,15 Rue de Beaulieu,MANDEURE,Not available,"1,218",25350,"1,358","1,398",25
2651,"52, route de Lausanne",Les Hôpitaux-Neufs,Not available,"1,241",25370,"1,365","1,399",25
2652,RUE DE LA VERDOLLE,ORCHAMPS-VENNES,Not available,"1,279",25390,"1,409","1,439",25
2653, Rue Philippe Goudey,EXINCOURT,"1,309","1,225",25400,"1,385",Not available,25
2654,4 Allée du Chêne,Audincourt,"1,304","1,222",25400,"1,336","1,393",25
2655,70 RUE DE SELONCOURT,AUDINCOURT,Not available,"1,229",25400,"1,347","1,398",25
2656,ZAC LES BELLES OUVRIERES,SAINT-VIT,"1,339","1,223",25410,"1,379","1,429",25
2657, Route de Besançon,SAINT-VIT,Not available,Not available,25410,Not available,Not available,25
2658,1 Route de Besançon,Saint-Vit,Not available,"1,223",25410,"1,379","1,429",25
2659,D 673 Route de Dole,POUILLEY-FRANCAIS,Not available,"1,290",25410,"1,430",Not available,25
2660,19 Rue de Besançon,Saint-Vit,"1,339","1,223",25410,"1,379",Not available,25
2661,Rue de la Cray,VOUJEAUCOURT,Not available,"1,229",25420,"1,390","1,424",25
2662,Rue de la Cray,VOUJEAUCOURT,"1,424","1,334",25420,Not available,"1,534",25
2663,82 Rue du Général de Gaulle,Bart,Not available,"1,299",25420,"1,439","1,489",25
2664,2 Route de Clerval,Sancey-le-Long,Not available,"1,248",25430,"1,400","1,429",25
2665,7 rue de Besançon,Sancey-le-Grand,Not available,"1,330",25430,"1,430",Not available,25
2666,ROUTE DE LYON,QUINGEY,"1,337","1,223",25440,Not available,"1,412",25
2667,6 Rue de Châtillon,ÉCOLE-VALENTIN,"1,349","1,228",25480,"1,389",Not available,25
2668,2 ROUTE DE GRAY,PIREY,"1,380","1,240",25480,Not available,"1,490",25
2669,rue de la combe du puits,ECOLE VALENTIN,Not available,"1,299",25480,"1,439","1,489",25
2670,COMBE DU MAGNY,DAMPIERRE-LES-BOIS,"1,319","1,229",25490,Not available,"1,399",25
2671,15 Rue Saint-Michel,MORTEAU,Not available,"1,259",25500,"1,389","1,489",25
2672,40 Rue de la Louhière,Morteau,"1,424","1,324",25500,Not available,"1,534",25
2673,ROUTE DU PRE DES COMBES,MORTEAU,"1,323","1,251",25500,"1,373",Not available,25
2674,4 Rue du Clos Jeune,MORTEAU,Not available,"1,269",25500,"1,389",Not available,25
2675, Grande Rue,PIERREFONTAINE-LES-VARANS,Not available,"1,227",25510,"1,425","1,462",25
2676,Rue des Fourches,VERCEL-VILLEDIEU-LE-CAMP,Not available,"1,249",25530,"1,376","1,399",25
2677,Route Nationale,BAVANS,Not available,"1,229",25550,"1,379","1,429",25
2678,114 Grande Rue,Frasne,"1,325","1,239",25560,Not available,"1,399",25
2679,7 RUE DE PONTARLIER,SOCHAUX,"1,306","1,217",25600,"1,345",Not available,25
2680,ROUTE DE RANS,ARC ET SENANS,Not available,"1,240",25610,"1,383","1,416",25
2681,RN 57,MAMIROLLE,"1,312","1,229",25620,Not available,"1,419",25
2682,AIRE DE MARCHAUX AUTOROUTE A 36,MARCHAUX,Not available,Not available,25640,Not available,Not available,25
2683,AUTOROUTE A 36,MARCHAUX,"1,474","1,384",25640,Not available,"1,584",25
2684,relais des Trouillets,ROULANS,Not available,Not available,25640,Not available,Not available,25
2685,AUTOROUTE A36 - AIRE DE BESANCON MARCHAUX,MARCHAUX,"1,474","1,394",25640,Not available,"1,584",25
2686,RUE DE LA GRAPPE,Marchaux,"1,339","1,239",25640,"1,389","1,429",25
2687,RN 57,MAMIROLLE,Not available,Not available,25660,Not available,Not available,25
2688,Rue Cheneau Blond,Saône,"1,349","1,249",25660,"1,399","1,415",25
2689,4 Rue du Lac,SAôNE,Not available,"1,279",25660,"1,439","1,459",25
2690,ZA DU PRE ROND,Cuse-et-Adrisans,"1,382","1,249",25680,Not available,"1,492",25
2691,"940, Rue de Montbéliard",MATHAY,Not available,"1,219",25700,"1,359","1,399",25
2692,1 ROUTE DE BELCHAMP,VALENTIGNEY,"1,424","1,334",25700,Not available,"1,534",25
2693,25 Route de Lyon,Beure,Not available,"1,299",25720,"1,419","1,459",25
2694,22 Route de Lyon,Beure,"1,398","1,298",25720,"1,424",Not available,25
2695,Rue de la 5ème DB,Arcey,"1,339","1,229",25750,"1,369",Not available,25
2696,rue du maréchal de Lattre de Tassigny,Valdahon,Not available,"1,229",25800,"1,359","1,389",25
2697,12 GRANDE RUE,VALDAHON,"1,312","1,229",25800,"1,359","1,385",25
2698,5 ROUTE VERNIER FONTAINE,VALDAHON,"1,312","1,229",25800,Not available,"1,385",25
2699,route de Besançon,Cussey-sur-l'Ognon,"1,400","1,280",25870,Not available,"1,510",25
2700,Route de Bonnay,DEVECEY,Not available,"1,228",25870,"1,389","1,429",25
2701,QUARTIER DE CHANTECOURIOL,VALENCE,"1,315","1,229",26000,Not available,"1,385",26
2702,162 Avenue de Provence,VALENCE,Not available,Not available,26000,Not available,Not available,26
2703,BD FRANKLIN ROOSEVELT,VALENCE,Not available,Not available,26000,Not available,Not available,26
2704,114 Avenue de la Libération,VALENCE,Not available,"1,304",26000,"1,442",Not available,26
2705,Boulevard Gustave André,VALENCE,Not available,Not available,26000,Not available,Not available,26
2706,396 Avenue Victor Hugo,Valence,"1,318","1,224",26000,Not available,"1,409",26
2707,295 Avenue de Chabeuil,Valence,Not available,Not available,26000,Not available,Not available,26
2708,300 Avenue de Chabeuil,Valence,Not available,Not available,26000,Not available,Not available,26
2709,362 rue Faventines,VALENCE,"1,309","1,224",26000,Not available,"1,389",26
2710,162 AVENUE DE PROVENCE,VALENCE,"1,309","1,224",26000,Not available,"1,389",26
2711,BD FRANKLIN ROOSEVELT,VALENCE,"1,309","1,224",26000,Not available,"1,389",26
2712,BOULEVARD GUSTAVE ANDRE,VALENCE,"1,309","1,224",26000,Not available,"1,389",26
2713,Quartier les Rollands,MONTMEYRAN,Not available,"1,220",26000,"1,370",Not available,26
2714,56 Avenue Gambetta,ROMANS-SUR-ISèRE,"1,319","1,235",26100,"1,359",Not available,26
2715,Route de Lyon,ROMANS-SUR-ISèRE,"1,299","1,209",26100,"1,348","1,369",26
2716,Quartier Meilleux,ROMANS-SUR-ISèRE,Not available,"1,209",26100,"1,359",Not available,26
2717, Avenue du Maquis,ROMANS-SUR-ISèRE,Not available,Not available,26100,Not available,Not available,26
2718,56 AVENUE DU MAQUIS,Romans-sur-Isère,Not available,"1,320",26100,"1,430","1,460",26
2719,34 AVENUE FREDERIC MISTRAL,NYONS,Not available,Not available,26110,Not available,Not available,26
2720,Route d' Orange,NYONS,"1,369","1,209",26110,Not available,"1,399",26
2721,31 Avenue de Venterol,NYONS,"1,369","1,209",26110,Not available,"1,399",26
2722,63-67 route de montelimar,Nyons,Not available,"1,219",26110,"1,379",Not available,26
2723,ZONE DES GOUVERNAUX,CHABEUIL,"1,313","1,226",26120,Not available,"1,396",26
2724,Avenue de Valence,CHABEUIL,Not available,"1,239",26120,"1,379","1,399",26
2725,Les Champs,Montélier,"1,324","1,242",26120,"1,369","1,399",26
2726,Rond-Point de l'Europe,Saint-Paul-Trois-Châteaux,"1,319","1,219",26130,"1,364",Not available,26
2727,AUTOROUTE A 7,SAINT-RAMBERT-D'ALBON,Not available,Not available,26140,Not available,Not available,26
2728,AUTOROUTE A7 AIRE DE SAINT RAMBERT DALBON,Saint-Rambert-d'Albon,"1,499","1,424",26140,Not available,Not available,26
2729,LES BUIS,Anneyron,Not available,"1,231",26140,"1,362","1,394",26
2730,ZA LA TULANDIERE 26 route de la Maison Blanche,Saint-Rambert-d'Albon,Not available,"1,221",26140,"1,347","1,389",26
2731,Aire de Saint Rambert d'Albon,Saint-Rambert-d'Albon,"1,464","1,369",26140,Not available,"1,524",26
2732,Route de la résistance Conches et Chamarges,Die,"1,319","1,223",26150,"1,360","1,395",26
2733,chanqueyras,DIE,Not available,"1,328",26150,"1,528",Not available,26
2734,160 ROUTE D ALEYRAC,LA BEGUDE DE MAZENC,Not available,"1,259",26160,"1,389","1,409",26
2735,Avenue Boissy d'Anglas,BUIS-LES-BARONNIES,Not available,"1,320",26170,"1,450",Not available,26
2736,245 AVENUE DU GENERAL DE GAULLE,BUIS-LES-BARONNIES,Not available,"1,320",26170,"1,450","1,510",26
2737,Route de Saint-Thomas,Saint-Laurent-en-Royans,Not available,"1,292",26190,"1,418","1,445",26
2738,Zone d'activité de la roue est,Saint-Jean-en-Royans,Not available,"1,226",26190,"1,355","1,380",26
2739, Route de Dieulefit,MONTéLIMAR,"1,309","1,212",26200,"1,339",Not available,26
2740,RN 7,LES TOURRETTES,Not available,Not available,26200,Not available,Not available,26
2741,RTE DE MARSEILLE,Montélimar,"1,328","1,204",26200,Not available,"1,412",26
2742,Avenue des Catalins,MONTéLIMAR,Not available,"1,195",26200,"1,339","1,369",26
2743,rn7-za du meyrol,Montélimar,Not available,Not available,26200,Not available,Not available,26
2744,RN7 ZONE DU MEYROL,MONTELIMAR,Not available,"1,234",26200,"1,399","1,429",26
2745,25 RUE PAUL LOUBET,MONTELIMAR,"1,319","1,195",26200,Not available,"1,369",26
2746,Route de Marseille,MONTéLIMAR,Not available,"1,195",26208,"1,339","1,369",26
2747,265 avenue des pins,Saint-Sorlin-en-Valloire,Not available,"1,229",26210,"1,359","1,399",26
2748,24 Avenue John F. Kennedy,Montélimar,"1,329","1,202",26216,Not available,"1,375",26
2749,Route de Montelimar,Dieulefit,Not available,"1,235",26220,"1,375","1,405",26
2750,900 ROUTE DE MONTELIMAR,GRIGNAN,"1,336","1,254",26230,Not available,"1,408",26
2751,31 avenue de quebec,Saint-Vallier,"1,399","1,312",26240,Not available,"1,509",26
2752,22 avenue de Québec,Saint-Vallier,Not available,Not available,26240,Not available,Not available,26
2753,RN 7,SAINT-VALLIER,Not available,"1,300",26240,"1,430","1,490",26
2754,INTERVAL - 1 CHEMIN DE LA BRASSIERE,ST VALLIER,"1,276","1,199",26240,Not available,"1,370",26
2755,34 avenue Eugène Buissonet,Saint-Vallier,Not available,"1,259",26240,"1,399","1,449",26
2756,Place Jean Jaurès,Livron-sur-Drôme,"1,439","1,309",26250,Not available,"1,509",26
2757,Route de Valence,SAINT-DONAT-SUR-L'HERBASSE,"1,299","1,209",26260,"1,329","1,369",26
2758,Avenue du Général de Gaulle,SAINT-DONAT-SUR-L'HERBASSE,"1,299","1,209",26260,Not available,"1,369",26
2759,A7 Aire de Saulce,SAULCE-SUR-RHôNE,Not available,Not available,26270,Not available,Not available,26
2760,RN 7,LORIOL-SUR-DRôME,Not available,Not available,26270,Not available,Not available,26
2761,RN 7 - LES BLACHES,CLIOUSCLAT,Not available,"1,299",26270,"1,448","1,498",26
2762,Parc des Crozes,LORIOL-SUR-DRôME,"1,299","1,205",26270,"1,339","1,369",26
2763,AGIP A7 AIRE DE SAULCE ESTSARL TASSIN,SAULCE SUR RHONE,"1,518","1,428",26270,Not available,"1,628",26
2764,AVENUE DU DAUPHINE,SAULCE SUR RHONE,"1,309","1,210",26270,"1,349","1,379",26
2765,RN7 1890 LES PEYRAUDS,DONZERE,Not available,Not available,26290,Not available,Not available,26
2766,RN 7 - LES PEYRAUDS,Donzère,"1,317","1,209",26290,Not available,"1,397",26
2767,280 avenue Jean Moulin RN7,DONZERE,"1,304","1,209",26290,"1,347",Not available,26
2768,RN-7,DONZERE,"1,308","1,209",26290,Not available,"1,394",26
2769,BOULEVARD ALPES PROVENCE,BOURG-DE-PéAGE,"1,305","1,219",26300,Not available,"1,395",26
2770,60 rue des marguerites,ALIXAN,Not available,Not available,26300,Not available,Not available,26
2771,1005 AV. CHARLES DE GAULLE,Chatuzange-le-Goubet,"1,394","1,314",26300,Not available,"1,504",26
2772,ROUTE NATIONALE 532,Alixan,"1,314","1,217",26300,Not available,"1,394",26
2773,RN 531 - PIZANCON,BOURG-DE-PéAGE,Not available,Not available,26300,Not available,Not available,26
2774,"1, Av Dauphiné-Provence",ALIXAN,Not available,"1,319",26300,"1,438",Not available,26
2775,Rue des Crozes,Châteauneuf-sur-Isère,Not available,"1,220",26300,"1,370",Not available,26
2776,Route du Stade,Chatuzange-le-Goubet,Not available,"1,219",26300,"1,369","1,399",26
2777,BLD DES ALPES DE PROVENCE,BOURG DE PEAGE,"1,394","1,314",26300,Not available,"1,504",26
2778,60 RUE DES MARGUERITES,ALIXAN,"1,298","1,213",26300,Not available,"1,389",26
2779,Lieu-dit Les Grangiers,Luc-en-Diois,Not available,"1,268",26310,"1,428",Not available,26
2780,Rue du Vivarais,SAINT-MARCEL-LèS-VALENCE,Not available,"1,220",26320,"1,370","1,430",26
2781,Lieu-dit La Tuilière,Saillans,Not available,"1,268",26340,"1,428",Not available,26
2782,QUARTIER LES ESCOFFERS,PEYRINS,Not available,"1,324",26380,"1,485","1,498",26
2783,6 route de Romans,Hauterives,Not available,"1,209",26390,"1,345","1,369",26
2784,60 BD.DU 6 JUIN 1944,CREST,Not available,Not available,26400,Not available,Not available,26
2785,19 AVENUE ADRIEN FAYOLLE,CREST,Not available,"1,298",26400,"1,438","1,478",26
2786,Avenue Jean Jaurès,Crest,Not available,"1,209",26400,"1,349","1,379",26
2787,QUARTIER MIVOIE,Aouste-sur-Sye,"1,299","1,208",26400,"1,345","1,375",26
2788,Lieu-dit La Plaine,Crest,Not available,"1,248",26400,"1,418",Not available,26
2789,Rue Georges BOVET,Crest,"1,278","1,227",26400,"1,376","1,463",26
2790,60 BD. DU 6 JUIN 1944,CREST,"1,373","1,304",26400,Not available,"1,483",26
2791,ROUTE DE CHAROLS,Cléon-d'Andran,Not available,"1,266",26450,"1,410","1,434",26
2792,LES JONQUETTES,BOURG LES VALENCE,"1,319","1,222",26500,Not available,"1,404",26
2793,Place de l'Allet,BOURG-LèS-VALENCE,Not available,"1,234",26500,"1,352","1,383",26
2794,Les Chabanneries,Bourg-lès-Valence,"1,299","1,219",26503,"1,344","1,379",26
2795,D94 LE VILLAGE,SAHUNE,Not available,Not available,26510,Not available,Not available,26
2796,26 Avenue Dauphiné-Provence,Mours-Saint-Eusèbe,"1,338","1,228",26540,Not available,"1,398",26
2797,RN 7,Pont-de-l'Isère,Not available,Not available,26600,Not available,Not available,26
2798,PLACE DU MARCHE AUX FRUITS,Tain-l'Hermitage,Not available,"1,305",26600,"1,422",Not available,26
2799,20 Avenue du Président Roosevelt,Tain-l'Hermitage,Not available,"1,260",26600,"1,400","1,430",26
2800, Autoroute du Soleil,PONT-DE-L'ISèRE,Not available,Not available,26600,Not available,Not available,26
2801, Autoroute du Soleil,PONT-DE-L'ISèRE,Not available,Not available,26600,Not available,Not available,26
2802,route de Romans,TAIN-L'HERMITAGE,"1,295","1,213",26600,"1,339","1,373",26
2803,RN7,Tain-l'Hermitage,Not available,"1,255",26600,"1,395","1,425",26
2804,Autoroute A7,Pont-de-l'Isère,"1,464","1,374",26600,Not available,"1,544",26
2805, Autoroute du Soleil,PONT-DE-L'ISèRE,Not available,Not available,26600,Not available,Not available,26
2806,AUTOROUTE A7 - AIRE DU PONT DE L'ISÈRE,PONT DE L'ISERE,"1,464","1,374",26600,Not available,"1,574",26
2807,RN7,PONT D ISERE,"1,299","1,222",26600,Not available,"1,392",26
2808,Quartier de la Meyrie - RN 75,LUS-LA-CROIX-HAUTE,Not available,"1,385",26620,"1,492","1,537",26
2809,CC LA CROIX D'OR,PIERRELATTE,Not available,"1,213",26700,"1,354","1,394",26
2810,RN 532,Eymeux,Not available,"1,319",26730,"1,452",Not available,26
2811,AUT A 49 - AIRE DE LA BAUME D'HOSTEIN,La Baume-d'Hostun,Not available,Not available,26730,Not available,Not available,26
2812,Autoroute A.49 Aire Porte de la Drôme,La Baume-d'Hostun,"1,489","1,399",26730,Not available,"1,569",26
2813,Station Service AVIA - Autoroute A 49,La Baume-d'Hostun,"1,489","1,399",26730,Not available,"1,569",26
2814,20 ROUTE DE MONTELIMAR,MONTBOUCHER-SUR-JABRON,Not available,"1,259",26740,"1,399","1,429",26
2815,410 rte de montelimar,MONTBOUCHER-SUR-JABRON,Not available,"1,319",26740,"1,449","1,479",26
2816,RN 7,LES TOURRETTES,"1,399","1,304",26740,Not available,"1,509",26
2817,Quartier St Vérant,Saint-Paul-lès-Romans,"1,299","1,210",26750,"1,330","1,369",26
2818,Route de Valence,Beaumont-lès-Valence,"1,319","1,225",26760,"1,359",Not available,26
2819,A 7 - AIRE DE MONTELIMAR OUEST,ALLAN,"1,482","1,412",26780,Not available,"1,588",26
2820,RN.7,CHATEAUNEUF DU RHONE,Not available,Not available,26780,Not available,Not available,26
2821,AUT A7 - AIRE DE MONTELIMAR,ALLAN,"1,487","1,412",26780,Not available,"1,593",26
2822,660 RN7 ZI COMBELIERE,MALATAVERNE,Not available,"1,286",26780,"1,399",Not available,26
2823,lieu dit brunette,chateauneuf du rhone,"1,359","1,209",26780,Not available,"1,449",26
2824,RN 7,CHATEAUNEUF DU RHONE,"1,319","1,204",26780,Not available,"1,407",26
2825,408 route de Nyons,TULETTE,Not available,Not available,26790,Not available,Not available,26
2826,rte de nyons,Tulette,Not available,"1,249",26790,"1,372","1,419",26
2827,AUTOROUTE A 7,Portes-lès-Valence,Not available,Not available,26800,Not available,Not available,26
2828,A7 AIRE DE PORTES LES VALENCE,PORTES-LES-VALENCE,"1,464","1,374",26800,Not available,"1,544",26
2829,15 Rue Jean Jaurès,PORTES-LèS-VALENCE,Not available,Not available,26800,Not available,Not available,26
2830,Place du 8 Mai 1945,PORTES-LèS-VALENCE,Not available,"1,259",26800,"1,419","1,439",26
2831,Les Basseaux,ÉTOILE-SUR-RHôNE,"1,309","1,219",26800,"1,359","1,379",26
2832,15 Rue Jean Jaurès,Portes-lès-Valence,"1,408","1,298",26800,Not available,"1,498",26
2833,AUTOROUTE A7 - AIRE PORTE LES VALENCE EST,PORTES LES VALENCE,"1,464","1,374",26800,Not available,"1,574",26
2834,Route de Grenoble,VALENCE,"1,315","1,229",26902,Not available,"1,385",26
2835,Boulevard de Normandie,EVREUX,Not available,Not available,27000,Not available,Not available,27
2836,rue Lépouzé,ÉVREUX,"1,315","1,210",27000,"1,359","1,399",27
2837,1 Rue de Fauville,ÉVREUX,"1,320","1,214",27000,Not available,"1,389",27
2838,108 Avenue du Maréchal Foch,Évreux,Not available,Not available,27000,Not available,Not available,27
2839,Boulevard du 14 Juillet,ÉVREUX,"1,314","1,218",27000,Not available,"1,394",27
2840,Rue d'Aviron,Évreux,Not available,"1,249",27000,Not available,"1,405",27
2841,BD. DE NORMANDIE,EVREUX,"1,314","1,219",27000,Not available,"1,394",27
2842,Boulevard de Normandie,EVREUX,"1,318","1,218",27009,Not available,"1,395",27
2843, Place des 4 Saisons,VAL-DE-REUIL,"1,314","1,234",27100,Not available,"1,396",27
2844,Route de Louviers,Le Neubourg,"1,284","1,208",27110,"1,311","1,369",27
2845,AVENUE DE LA LIBERATION,Le Neubourg,"1,284","1,208",27110,Not available,"1,369",27
2846,113 RUE ISAMBARD,PACY-SUR-EURE,Not available,"1,239",27120,"1,365","1,399",27
2847,rue du 18 Juin 40,Pacy-sur-Eure,Not available,"1,231",27120,"1,357","1,388",27
2848,Rue Marcel Moisson,Saint-Aquilin-de-Pacy,Not available,"1,239",27120,"1,349","1,379",27
2849,ZA PONT ROUGE,VERNEUIL-SUR-AVRE,"1,289","1,219",27130,Not available,"1,379",27
2850,228 Rue Robert Zaigue,VERNEUIL-SUR-AVRE,"1,409","1,318",27130,Not available,"1,519",27
2851,Lieu-Dit Merville,LA MADELEINE-DE-NONANCOURT,"1,315","1,218",27130,Not available,"1,418",27
2852,ROUTE de Paris,VERNEUIL-SUR-AVRE,Not available,"1,289",27130,"1,429","1,439",27
2853,RN12 Route de Montagne,VERNEUIL-SUR-AVRE,"1,279","1,199",27130,Not available,"1,369",27
2854,30 Rue du Bouloir,GISORS,Not available,"1,220",27140,"1,349","1,380",27
2855,18 Rue de Dieppe,GISORS,Not available,Not available,27140,Not available,Not available,27
2856,RN10 CC des Templiers,GISORS,"1,320","1,225",27140,Not available,"1,380",27
2857,RD 15 BIS ROUTE DE DIEPPE,GISORS,"1,424","1,332",27140,Not available,"1,534",27
2858,ZA PORTE ROUGE,ÉTRéPAGNY,Not available,"1,230",27150,"1,370","1,400",27
2859,1 Rue Turgot,Étrépagny,"1,330","1,230",27150,"1,370","1,400",27
2860,route de Conches,Breteuil,"1,309","1,229",27160,"1,359",Not available,27
2861,Route de Beaumont,Beaumont-le-Roger,Not available,Not available,27170,"1,369","1,399",27
2862,2 route Nationale 13,Écardenville-la-Campagne,"1,409","1,319",27170,Not available,Not available,27
2863,Rue Eugène Pottier,Conches-en-Ouche,"1,284","1,208",27190,"1,311","1,369",27
2864,LE CLOS DU LOUP,LA BONNEVILLE SUR ITON,"1,319","1,225",27190,Not available,"1,399",27
2865,51 Rue Willy Brandt,CONCHES-EN-OUCHE,"1,400","1,290",27190,Not available,"1,510",27
2866,Boulevard Édouard Isambard,VERNON,"1,299","1,223",27200,"1,342","1,376",27
2867,91 Avenue de l'Île de France,VERNON,"1,424",Not available,27200,Not available,"1,534",27
2868,73 Avenue de Paris,Vernon,"1,470","1,390",27200,Not available,"1,540",27
2869,16 Rue Pierre Bonnard,Vernon,Not available,Not available,27200,Not available,Not available,27
2870,Boulevard Jean Jaurès,Vernon,"1,299","1,223",27201,"1,342","1,376",27
2871,AUTOROUTE  - A 13,Beuzeville,Not available,Not available,27210,Not available,Not available,27
2872,AUTOROUTE A 13,Beuzeville,Not available,Not available,27210,Not available,Not available,27
2873,Route d'Epaigne,Beuzeville,"1,302","1,239",27210,"1,347",Not available,27
2874,RUE ALBERT SOREL,Beuzeville,Not available,"1,239",27210,"1,347","1,405",27
2875,"Autoroute A13, sens Caen-paris",BEUZEVILLE,"1,510","1,390",27210,Not available,"1,610",27
2876,AUTOROUTE A13 - AIRE NORD DE BEUZEVILLE,BEUZEVILLE,"1,489","1,399",27210,Not available,"1,599",27
2877,RD 52,SAINT-ANDRé-DE-L'EURE,Not available,"1,222",27220,"1,363","1,406",27
2878,D 613,FOLLEVILLE,Not available,"1,369",27230,"1,499","1,587",27
2879, Rue de Lisieux,THIBERVILLE,Not available,"1,360",27230,Not available,"1,550",27
2880,16 route de Lieurey,Thiberville,Not available,"1,319",27230,"1,489","1,529",27
