,Adresse,City,E10,Gazole,Postal_Code,SP95,SP98,iD
144,60 BIS RUE DE LA FERE,SAINT QUENTIN,Not available,Not available,02100,Not available,Not available,02
145,Rue de la Fère,Saint-Quentin,Not available,"1,211",02100,"1,339","1,374",02
146,25 Boulevard Victor Hugo,SAINT-QUENTIN,Not available,"1,251",02100,"1,456","1,486",02
147,153 Rue de Mulhouse,SAINT-QUENTIN,Not available,"1,223",02100,"1,369","1,398",02
148,BLD CAMILLE GUERIN,SAINT QUENTIN,"1,338","1,226",02100,Not available,"1,423",02
149,rue de la Fère,Neuville-Saint-Amand,"1,320","1,223",02100,Not available,"1,398",02
150,Rue Olivier Deguise,BOHAIN-EN-VERMANDOIS,Not available,Not available,02110,Not available,Not available,02
151,22 rue de Vaux,BOHAIN-EN-VERMANDOIS,"1,345","1,273",02110,"1,389",Not available,02
152,ROUTE DE SAINT QUENTIN,BOHAIN-EN-VERMANDOIS,Not available,"1,269",02110,"1,399","1,419",02
153,56 place du Jeu de Paume,GUISE,Not available,Not available,02120,Not available,Not available,02
154,RUE SADI CARNOT,GUISE,Not available,"1,240",02120,"1,355","1,425",02
155,Rue des Docteurs Devillers,GUISE,"1,289","1,229",02120,Not available,"1,385",02
156,"56, rue du jeu de Paume",Guise,"1,414","1,314",02120,Not available,"1,524",02
157,Rue du Stade,FèRE-EN-TARDENOIS,Not available,"1,324",02130,"1,365","1,459",02
158,Aire de Tardenois - A4,Fresnes-en-Tardenois,Not available,Not available,02130,Not available,Not available,02
159, Avenue de la Gare,FèRE-EN-TARDENOIS,Not available,Not available,02130,Not available,Not available,02
160,autoroute A4 aire de tardenois sud,FRESNES EN TARDENOIS,"1,499","1,399",02130,Not available,"1,589",02
161,Autoroute de l'Est,Fresnes-en-Tardenois,"1,519","1,399",02130,Not available,"1,599",02
162, Place Sohier,Vervins,Not available,"1,260",02140,"1,355","1,391",02
163,ZI de la Briquetterie,Vervins,Not available,"1,260",02140,"1,355","1,391",02
164,"73, Hameau Chaussée de Fontaine - RN2",FONTAINE-LèS-VERVINS,Not available,Not available,02140,Not available,Not available,02
165,RUE DES VERRIERS,LE NOUVION-EN-THIéRACHE,Not available,"1,239",02170,"1,409","1,429",02
166,3 RUE PIERRE CURTIL,Guignicourt,Not available,Not available,02190,Not available,Not available,02
167,AUT A 26- AIRE DU MONT NIZY,JUVINCOURT-ET-DAMARY,Not available,Not available,02190,Not available,Not available,02
168,A26 - Aire du Champ Roland,Guignicourt,"1,494","1,394",02190,Not available,"1,574",02
169,3 Rue Pierre Curtil,GUIGNICOURT,Not available,"1,239",02190,"1,399","1,429",02
170,AUT A 26- AIRE DU MONT NIZY,Juvincourt-et-Damary,"1,494","1,394",02190,Not available,"1,574",02
171,3 Avenue Raymonde Fiolet,Soissons,"1,335","1,232",02200,Not available,"1,400",02
172,9 Rue de Villeneuve,SOISSONS,Not available,Not available,02200,Not available,Not available,02
173,ROUTE DE REIMS,BILLY-SUR-AISNE,Not available,Not available,02200,Not available,Not available,02
174,50 Avenue de Château-Thierry,Soissons,Not available,Not available,02200,Not available,Not available,02
175,AVENUE DE COMPIEGNE,MERCIN-ET-VAUX,Not available,Not available,02200,Not available,Not available,02
176,1 Place de Laon,Soissons,"1,343","1,229",02200,Not available,"1,417",02
177,183 ROUTE DE PARIS ,Vauxbuin,"1,343","1,229",02200,Not available,"1,417",02
178,43 Avenue de Château-Thierry,Belleu,"1,254","1,204",02200,Not available,"1,330",02
179,Avenue de Compiègne,MERCIN-ET-VAUX,Not available,"1,221",02200,"1,370","1,395",02
180,Rue d'Acy,Venizel,Not available,"1,225",02200,"1,369","1,399",02
181,AV.DE COMPIEGNE - RN.31,MERCIN ET VAUX,"1,417","1,319",02200,Not available,"1,527",02
182,50 BIS ROUTE DE CHATEAU THIERRY,SOISSONS,"1,414","1,314",02200,Not available,"1,524",02
183,9 ET 11 RUE DE VILLENEUVE,SOISSONS,"1,334","1,229",02200,Not available,"1,417",02
184, Avenue de la Gare,OULCHY-LE-CHâTEAU,"1,500","1,410",02210,Not available,"1,600",02
185,34 BD DE MONTPELLIER,BRAINE,Not available,"1,249",02220,"1,409","1,439",02
186,1000 rue jean jaures,FRESNOY LE GRAND,Not available,"1,243",02230,"1,379","1,414",02
187,74 Rue Blondel,RIBEMONT,"1,299","1,229",02240,"1,349",Not available,02
188,73 chaussee de fontaine,fontaine les vervins,"1,422","1,322",02240,Not available,"1,532",02
189,Rue Saint Nicolas,MARLE,Not available,"1,239",02250,"1,399","1,419",02
190,Route de Thiernu,Marle,"1,424","1,324",02250,Not available,"1,534",02
191,24 AVENUE CARNOT,Marle,Not available,Not available,02250,Not available,Not available,02
192,rue de l'armistice,LA CAPELLE,Not available,"1,239",02260,"1,409","1,439",02
193,"CD 24, route de liesse",SAINT-ERME-OUTRE-ET-RAMECOURT,"1,339","1,222",02280,Not available,"1,409",02
194,9 AVENUE DE LA GARE,RESSONS-LE-LONG,Not available,"1,350",02290,Not available,"1,500",02
195,RD 338,Viry-Noureuil,"1,329","1,235",02300,Not available,"1,409",02
196,CHEMIN DEPARTEMENTAL 937,AUTREVILLE,Not available,"1,235",02300,"1,379","1,419",02
197,108 Rue Pasteur,Chauny,Not available,Not available,02300,Not available,Not available,02
198,9 Rue Anatole France,Chauny,Not available,Not available,02300,Not available,Not available,02
199,Boulevard de l'Europe,Chauny,"1,307","1,234",02300,"1,368",Not available,02
200,24 rue du point du jour,Blérancourt,Not available,"1,269",02300,"1,427","1,488",02
201,route de pavant,CHARLY,Not available,"1,245",02310,"1,349","1,429",02
202,47 Rue Jules Lefèbvre,Fère-en-Tardenois,Not available,"1,279",02310,"1,449","1,509",02
203,34 bis Rue du 7 ème Bca,PINON,Not available,"1,249",02320,"1,389","1,419",02
204,Rue de Coucy,ANIZY-LE-CHâTEAU,"1,369","1,249",02320,"1,389","1,419",02
205,14 ROUTE DE MONTCORNET,LISLET,Not available,"1,227",02340,"1,379","1,417",02
206,Lieu dit du grand hôtel,Rozoy-sur-Serre,Not available,"1,259",02360,"1,365","1,395",02
207,Avenue Jean Jaurès,Vailly-sur-Aisne,Not available,"1,240",02370,"1,410","1,450",02
208,AVENUE JEAN JAURES,VAILLY SUR AISNE,Not available,"1,249",02370,"1,388","1,418",02
209,Le Pré Montré,CRECY-AU-MONT,Not available,Not available,02380,Not available,Not available,02
210,D1 - LIEU DIT LE PRE MONTRE,CRECY AU MONT,"1,337","1,216",02380,Not available,"1,418",02
211, Rue du Thil,ORIGNY-SAINTE-BENOITE,Not available,"1,229",02390,"1,389","1,419",02
212,37 Avenue d'Essômes,CHâTEAU-THIERRY,Not available,Not available,02400,Not available,Not available,02
213,Avenue du Général de Gaulle,Essômes-sur-Marne,Not available,Not available,02400,Not available,Not available,02
214,Rue de la Plaine,CHâTEAU-THIERRY,"1,279","1,219",02400,"1,319",Not available,02
215,22 Avenue de l'Europe,Château-Thierry,Not available,"1,269",02400,"1,399","1,439",02
216,ZC LA MOISERIE ROUTE DE SOISSONS,Château-Thierry,Not available,"1,249",02400,"1,369","1,409",02
217,13 Avenue Jules Lefèbvre,Château-Thierry,"1,489","1,379",02400,Not available,"1,529",02
218,39 Rue de Picardie,Bellicourt,Not available,"1,460",02420,"1,590",Not available,02
219, Rue Auguste Delaune,GAUCHY,"1,320","1,223",02430,"1,375",Not available,02
220,16 RUE DU 2 SEPTEMBRE 1944,LA NEUVILLE-LèS-DORENGT,Not available,"1,239",02450,"1,399","1,429",02
221,ZI l'Ecorcherie,La Ferté-Milon,Not available,"1,245",02460,"1,445","1,453",02
222,AVENUE DE VERDUN,HIRSON,"1,319","1,235",02500,Not available,"1,399",02
223,Rue Charles de Gaulle,HIRSON,Not available,Not available,02500,Not available,Not available,02
224,Avenue du General Debeney,HIRSON,"1,328","1,230",02500,Not available,"1,415",02
225,102 RUE CHARLES DE GAULLE,HIRSON,"1,329","1,229",02500,Not available,"1,417",02
226, Allée Anne de Pisseleu,VILLERS-COTTERêTS,Not available,"1,247",02600,"1,380","1,499",02
227,85 Rue du General Leclerc,VILLERS-COTTERETS,Not available,"1,312",02600,Not available,Not available,02
228,RTE NATIONALE 2  CHEMIN DE LA NONNE,VILLERS-COTTERêTS,Not available,"1,377",02600,"1,522","1,558",02
229,36 ROUTE DE LA FERTE MILON,VILLERS-COTTERÊTS,Not available,"1,324",02600,"1,469","1,529",02
230,Avenue de la Ferté Milon,VILLERS-COTTERêTS,"1,355","1,239",02603,"1,379",Not available,02
231,A 26 - Aire Urvillers,ESSIGNY-LE-GRAND,Not available,Not available,02690,Not available,Not available,02
232,AUTOROUTE A26 - AIRE D'URVILLERS,ESSIGNY LE GRAND,"1,494","1,394",02690,Not available,"1,604",02
233,213 Boulevard Gambetta,CONDREN,"1,418","1,324",02700,"1,387","1,528",02
234,ZA LA PLANCHETTE,TERGNIER,Not available,"1,219",02700,"1,359","1,395",02
235,Route de LAON - Lieu-dit,CHARMES,Not available,Not available,02800,Not available,Not available,02
236,Rue de Danizy,LA FèRE,Not available,Not available,02800,Not available,Not available,02
237, Chemin Blanc,BEAUTOR,"1,329","1,235",02800,"1,378","1,409",02
238,1 Chemin de Danizy,LA FèRE,Not available,"1,259",02800,"1,409","1,439",02
239,Route de Fismes,BRUYèRES-ET-MONTBéRAULT,"1,428","1,325",02860,Not available,"1,538",02
240, Rue du Stade,Crouy,"1,339","1,229",02880,"1,369","1,399",02
241,169 ROUTE DE LYON,MOULINS,"1,300","1,234",03000,"1,363",Not available,03
242,8 Avenue de la Libération,MOULINS,Not available,Not available,03000,Not available,Not available,03
243,2 Rue Alphonse Daudet,Avermes,"1,313","1,234",03000,"1,363",Not available,03
244,le pré-vert,MOULINS,"1,419","1,324",03000,Not available,"1,529",03
245,16 Route de Montilly,MOULINS,"1,300","1,232",03000,Not available,"1,367",03
246,ZAC les portes de l'Allier,Avermes,"1,313","1,234",03000,Not available,"1,397",03
247,8 Avenue de la Libération,Moulins,"1,402","1,334",03000,Not available,"1,512",03
248,Quai ledru Rollin,MONTLUçON,"1,319","1,235",03100,"1,359","1,395",03
249,52 Rue Paul Constans,MONTLUçON,"1,419","1,339",03100,Not available,"1,529",03
250,8 Avenue Albert Thomas,MONTLUCON,Not available,Not available,03100,Not available,Not available,03
251,Avenue Pierre Villon,MONTLUçON,Not available,"1,235",03100,"1,359","1,395",03
252,A71 aire de l'Allier Saulzet (sens province paris),Doyet,"1,484","1,394",03100,Not available,"1,564",03
253,345 AVENUE PRESIDENT AURIOL,MONTLUCON,Not available,"1,235",03100,Not available,"1,395",03
254,Rue de la Rotonde,Montluçon,"1,319","1,235",03100,"1,359","1,395",03
255,106 Avenue John Kennedy,Montluçon,"1,429","1,321",03100,Not available,"1,489",03
256,AVENUE JULES GUESDE,MONTLUçON,Not available,"1,235",03100,"1,369","1,395",03
257,8 avenue Albert Thomas,MONTLUCON,"1,389","1,334",03100,Not available,Not available,03
258,19 Route de Saint-Pourçain,CHARMEIL,"1,409","1,334",03110,Not available,Not available,03
259,24 Village Des Combes,Broût-Vernet,Not available,"1,320",03110,"1,470","1,500",03
260,94 RUE PRESIDENT ROOSEVELT,LAPALISSE,Not available,"1,270",03120,"1,400","1,430",03
261,RUE DE VERDUN,LAPALISSE,Not available,"1,248",03120,"1,402","1,436",03
262,AVENUE JEAN MASSE,Lapalisse,"1,392","1,248",03120,"1,402","1,436",03
263,zac les pres de la grand route,Lapalisse,"1,332","1,249",03120,Not available,"1,419",03
264,1 Avenue du 8 Mai 1945,Lapalisse,Not available,"1,270",03120,"1,400","1,430",03
265,11 Avenue Préveraud,Le Donjon,Not available,"1,350",03130,"1,480","1,490",03
266,"66, avenue de Chazeuil",VARENNES-SUR-ALLIER,"1,414","1,334",03150,Not available,"1,524",03
267,37 AVENUE DE LYON,VARENNES-SUR-ALLIER,Not available,Not available,03150,Not available,Not available,03
268,90 Avenue de Chazeuil,VARENNES-SUR-ALLIER,Not available,"1,279",03150,"1,419","1,449",03
269,98 avenue de Chazeuil,VARENNES-SUR-ALLIER,Not available,"1,255",03150,"1,395","1,425",03
270,11 AV DE CHAZEUIL,VARENNES-SUR-ALLIER,Not available,"1,389",03150,"1,509","1,539",03
271,Avenue Emile Guillaumin,BOURBON-L'ARCHAMBAULT,Not available,"1,234",03160,"1,363","1,410",03
272,A71 aire de l'Allier Doyet(sens paris province),Doyet,"1,484","1,394",03170,Not available,"1,564",03
273,"Route de Montluçon, les beauchérias",Vallon-en-Sully,Not available,"1,299",03190,"1,475","1,499",03
274,57 Avenue Poincaré,VICHY,"1,409","1,334",03200,Not available,"1,519",03
275,48 Avenue de Gramont,VICHY,"1,409","1,334",03200,Not available,"1,519",03
276,Allée des ailes,VICHY,"1,345","1,248",03200,Not available,"1,436",03
277,1 ROUTE DE COSNE,SOUVIGNY,"1,321","1,237",03210,"1,363",Not available,03
278,Lieu-dit Longeville,Deux-Chaises,"1,419","1,342",03240,Not available,"1,529",03
279,Route des Ferrières,Le Mayet-de-Montagne,Not available,"1,255",03250,"1,397",Not available,03
280,8 RUE PIERRE SEMARD,Saint-Germain-des-Fossés,Not available,"1,248",03260,"1,402",Not available,03
281,3 RUE DU BOIS DES JARRAUX,SAINT-YORRE,Not available,"1,248",03270,"1,402","1,436",03
282,LES GRIS,TOULON-SUR-ALLIER,Not available,Not available,03286,Not available,Not available,03
283,la chapelle,Dompierre-sur-Besbre,Not available,"1,243",03290,"1,382","1,408",03
284,464 ROUTE DE DIOU,DOMPIERRE SUR BESBRE,Not available,"1,249",03290,"1,379","1,405",03
285,223 RUE NATIONALE,DOMPIERRE SUR BESBRE,Not available,"1,346",03290,"1,518","1,548",03
286,RTE DE CHARMEIL,CUSSET,Not available,"1,264",03300,"1,405","1,439",03
287,24 Rue de la République,CUSSET,"1,409","1,334",03300,Not available,"1,519",03
288,rue des peupliers,CUSSET,Not available,"1,248",03300,"1,402","1,436",03
